charge_end_I,charge_end_U,charge_end_soc,charge_energy,charge_max_temp,charge_min_temp,charge_start_I,charge_start_U,charge_start_soc,mileage,vehicle_id,year,month,week,day,hour,night,start,end,second_interval,charge_hour,dU,dsoc,ddsoc,dsoc/hour,dtemp,dmileage,dmileage/soc,interval_min,dU/dsoc,sum_charge,phase,energy/dsoc,P/kW,charge_mode
-7.6,397.0,100.0,24.956,20,12,-7.6,357.0,24.0,84191.4,1,2017,11,2,8,21,0,2017-11-08 21:35:05,2017-11-09 06:12:15,31030.0,8.619444444444444,40.0,76.0,56.400000000000006,8.81727360618756,8,119.29999999998836,2.115248226950148,363.23333333333335,0.5263157894736842,50.39666666666666,0,0.3283684210526316,2.895314212052852,0
-40.3,382.4,90.0,14.847999999999999,24,16,-26.4,369.6,42.8,84311.5,1,2017,11,3,9,13,0,2017-11-09 13:52:08,2017-11-09 14:50:28,3500.0,0.9722222222222222,12.799999999999955,47.2,57.2,48.548571428571435,8,120.10000000000582,2.0996503496504513,459.8833333333333,0.2711864406779651,51.36888888888888,0,0.31457627118644066,15.27222857142857,1
-7.7,398.5,100.0,19.015,20,15,-7.7,365.4,42.0,84414.0,1,2017,11,3,9,20,0,2017-11-09 20:37:50,2017-11-10 03:10:29,23559.0,6.5441666666666665,33.10000000000002,58.0,48.0,8.862854959887942,5,102.5,2.1354166666666665,347.3666666666667,0.5706896551724142,57.91305555555555,0,0.3278448275862069,2.9056411562460207,0
-40.6,380.9,68.4,5.492999999999999,16,12,-26.3,370.4,51.6,84516.6,1,2017,11,4,10,16,0,2017-11-10 16:52:05,2017-11-10 17:13:35,1290.0,0.35833333333333334,10.5,16.800000000000004,48.4,46.88372093023257,4,102.60000000000582,2.119834710743922,821.6,0.6249999999999999,58.271388888888886,0,0.3269642857142856,15.329302325581393,1
-7.7,398.3,100.0,17.101,15,10,-7.8,366.4,47.2,84559.4,1,2017,11,4,10,21,0,2017-11-10 21:20:26,2017-11-11 03:13:35,21189.0,5.885833333333333,31.900000000000034,52.8,21.200000000000003,8.970692340365284,5,42.79999999998836,2.0188679245277523,246.85,0.6041666666666673,64.15722222222222,0,0.32388257575757573,2.9054509415262637,0
-38.1,388.6,98.4,11.865,16,9,-5.7,366.8,61.2,84643.7,1,2017,11,5,11,11,0,2017-11-11 11:23:42,2017-11-11 12:13:22,2980.0,0.8277777777777777,21.80000000000001,37.2,38.8,44.939597315436245,7,84.30000000000291,2.1726804123712093,490.1166666666667,0.5860215053763443,64.985,0,0.31895161290322577,14.333557046979866,1
-40.2,379.5,66.4,9.977,21,13,-26.1,365.9,34.8,84775.1,1,2017,11,5,11,18,0,2017-11-11 18:13:03,2017-11-11 18:52:13,2350.0,0.6527777777777778,13.600000000000023,31.60000000000001,63.60000000000001,48.408510638297884,8,131.40000000000873,2.0660377358491937,359.68333333333334,0.43037974683544367,65.63777777777777,0,0.31572784810126575,15.283914893617021,1
-7.7,397.6,100.0,18.941,18,10,-7.7,365.6,42.4,84824.2,1,2017,11,5,11,20,0,2017-11-11 20:47:22,2017-11-12 03:18:41,23479.0,6.521944444444444,32.0,57.6,24.000000000000007,8.831721964308532,8,49.09999999999127,2.045833333332969,115.15,0.5555555555555556,72.15972222222221,0,0.32883680555555556,2.9041952382980534,0
-36.3,389.3,98.4,12.724,18,10,-36.0,372.9,58.4,84912.6,1,2017,11,6,12,11,0,2017-11-12 11:54:18,2017-11-12 12:49:08,3290.0,0.9138888888888889,16.400000000000034,40.00000000000001,41.6,43.768996960486334,8,88.40000000000873,2.1250000000002096,515.6166666666667,0.41000000000000075,73.0736111111111,0,0.31809999999999994,13.9229179331307,1
-7.8,398.2,100.0,24.138,17,9,-7.8,358.1,25.2,85073.9,1,2017,11,6,12,20,0,2017-11-12 20:26:39,2017-11-13 04:46:49,30010.0,8.33611111111111,40.099999999999966,74.8,73.2,8.973008997001001,8,161.29999999998836,2.203551912568147,457.51666666666665,0.5360962566844916,81.40972222222221,0,0.32270053475935834,2.895594801732756,0
-34.6,386.9,98.0,13.713,20,13,-61.7,373.7,55.2,85165.0,1,2017,11,0,13,12,0,2017-11-13 12:41:41,2017-11-13 13:44:21,3760.0,1.0444444444444445,13.199999999999989,42.8,44.8,40.97872340425531,7,91.10000000000582,2.033482142857273,474.8666666666667,0.3084112149532708,82.45416666666667,0,0.3203971962616822,13.129468085106382,1
-7.7,395.9,100.0,22.233,17,8,-7.7,361.7,31.2,85311.5,1,2017,11,0,13,21,0,2017-11-13 21:00:28,2017-11-14 04:40:37,27609.0,7.6691666666666665,34.19999999999999,68.8,66.8,8.970987721395197,9,146.5,2.19311377245509,436.1166666666667,0.4970930232558138,90.12333333333333,0,0.3231540697674419,2.899011192002608,0
-7.8,400.3,100.0,22.309,13,7,-7.7,361.0,31.2,85446.9,1,2017,11,1,14,17,0,2017-11-14 17:28:57,2017-11-15 01:10:36,27699.0,7.694166666666667,39.30000000000001,68.8,68.8,8.941839055561571,6,135.39999999999418,1.968023255813869,768.3333333333334,0.5712209302325584,97.8175,0,0.3242587209302326,2.899469294920394,0
-42.0,381.5,73.6,12.902999999999999,18,10,-6.1,361.9,32.8,85581.1,1,2017,11,2,15,12,0,2017-11-15 12:36:36,2017-11-15 13:25:56,2960.0,0.8222222222222222,19.600000000000023,40.8,67.2,49.62162162162162,8,134.20000000001164,1.9970238095239827,686.0,0.48039215686274567,98.63972222222222,0,0.31625,15.692837837837837,1
-42.5,388.2,97.2,7.579,21,15,-6.2,372.8,73.6,85581.1,1,2017,11,2,15,13,0,2017-11-15 13:43:06,2017-11-15 14:11:46,1720.0,0.4777777777777778,15.399999999999977,23.60000000000001,0.0,49.39534883720932,6,0.0,,17.166666666666668,0.6525423728813547,99.11749999999999,0,0.32114406779661003,15.863023255813951,1
-7.8,400.0,100.0,20.813000000000002,15,6,-7.6,363.1,36.0,85709.1,1,2017,11,2,15,19,0,2017-11-15 19:40:50,2017-11-16 02:51:30,25840.0,7.177777777777778,36.89999999999998,64.0,61.2,8.91640866873065,9,128.0,2.0915032679738563,329.06666666666666,0.5765624999999996,106.29527777777777,0,0.32520312500000004,2.8996439628482973,0
-34.7,373.6,33.2,0.93,15,12,-3.7,359.6,30.4,85854.5,1,2017,11,3,16,13,0,2017-11-16 13:04:08,2017-11-16 13:08:38,270.0,0.075,14.0,2.8000000000000043,69.6,37.33333333333339,3,145.39999999999418,2.0890804597700314,612.6333333333333,4.999999999999992,106.37027777777777,0,0.33214285714285663,12.4,1
-34.1,385.1,96.4,20.02,22,12,-5.3,365.5,33.2,85854.5,1,2017,11,3,16,13,0,2017-11-16 13:17:28,2017-11-16 14:49:28,5520.0,1.5333333333333334,19.600000000000023,63.2,0.0,41.21739130434783,10,0.0,,8.833333333333334,0.31012658227848133,107.9036111111111,0,0.31677215189873414,13.056521739130433,1
-7.7,399.5,100.0,16.694000000000003,15,8,-7.8,366.9,49.2,85945.1,1,2017,11,3,16,20,0,2017-11-16 20:31:36,2017-11-17 02:16:25,20689.0,5.746944444444445,32.60000000000002,50.8,47.2,8.839479916864033,7,90.60000000000582,1.919491525423852,342.1333333333333,0.6417322834645675,113.65055555555554,0,0.32862204724409455,2.9048479868529173,0
-40.5,382.8,76.0,11.475999999999999,14,7,-29.3,369.2,40.0,86061.7,1,2017,11,4,17,16,0,2017-11-17 16:44:11,2017-11-17 17:28:41,2670.0,0.7416666666666667,13.600000000000023,36.0,60.0,48.53932584269663,7,116.59999999999127,1.943333333333188,867.7666666666667,0.37777777777777843,114.3922222222222,0,0.31877777777777777,15.473258426966291,1
-7.6,400.3,100.0,18.355999999999998,14,6,-7.6,365.9,43.6,86130.5,1,2017,11,4,17,19,0,2017-11-17 19:31:12,2017-11-18 01:50:41,22769.0,6.324722222222222,34.400000000000034,56.4,32.4,8.917387676226447,8,68.80000000000291,2.1234567901235466,122.51666666666667,0.609929078014185,120.71694444444442,0,0.3254609929078014,2.9022618472484516,0
-40.5,387.0,95.2,19.254,18,7,-23.2,367.2,34.0,86257.0,1,2017,11,5,18,15,0,2017-11-18 15:10:41,2017-11-18 16:25:51,4510.0,1.2527777777777778,19.80000000000001,61.2,66.0,48.851441241685144,11,126.5,1.9166666666666667,800.0,0.32352941176470607,121.9697222222222,0,0.31460784313725493,15.369046563192907,1
-7.7,398.9,100.0,14.732000000000001,13,5,-7.7,367.3,54.8,86332.9,1,2017,11,5,18,20,0,2017-11-18 20:19:38,2017-11-19 01:23:51,18253.0,5.070277777777778,31.599999999999966,45.2,40.400000000000006,8.91469895359667,8,75.89999999999418,1.8787128712869843,233.78333333333333,0.6991150442477868,127.03999999999998,0,0.325929203539823,2.905560729743056,0
-41.2,390.0,96.4,9.094,11,4,-42.2,374.5,68.4,86395.2,1,2017,11,6,19,11,0,2017-11-19 11:59:39,2017-11-19 12:33:49,2050.0,0.5694444444444444,15.5,28.0,31.599999999999994,49.170731707317074,7,62.30000000000291,1.9715189873418646,635.8,0.5535714285714286,127.60944444444442,0,0.3247857142857143,15.969951219512195,1
-7.6,399.4,100.0,19.267,11,4,-7.6,364.8,40.4,86506.1,1,2017,11,6,19,19,0,2017-11-19 19:34:50,2017-11-20 02:13:20,23910.0,6.641666666666667,34.599999999999966,59.6,56.00000000000001,8.973651191969887,7,110.90000000000873,1.9803571428572986,421.01666666666665,0.5805369127516773,134.2511111111111,0,0.3232718120805369,2.9009284818067753,0
-40.9,379.2,48.4,3.495,14,11,-6.5,362.7,37.6,86630.8,1,2017,11,0,20,13,0,2017-11-20 13:03:14,2017-11-20 13:16:44,810.0,0.225,16.5,10.799999999999997,62.4,47.999999999999986,3,124.69999999999709,1.9983974358973893,649.9,1.5277777777777781,134.4761111111111,0,0.3236111111111112,15.533333333333333,1
-40.6,380.8,66.4,5.821000000000001,17,13,-41.9,375.3,48.4,86630.8,1,2017,11,0,20,14,0,2017-11-20 14:50:36,2017-11-20 15:12:46,1330.0,0.36944444444444446,5.5,18.000000000000007,0.0,48.721804511278215,4,0.0,,93.86666666666666,0.3055555555555554,134.84555555555553,0,0.3233888888888888,15.756090225563911,1
-41.3,383.2,84.8,5.767,20,15,-42.0,377.8,66.4,86630.8,1,2017,11,0,20,15,0,2017-11-20 15:41:23,2017-11-20 16:03:13,1310.0,0.3638888888888889,5.399999999999977,18.39999999999999,0.0,50.56488549618319,5,0.0,,28.616666666666667,0.29347826086956413,135.20944444444442,0,0.31342391304347844,15.848244274809161,1
-7.7,398.7,100.0,20.252,17,6,-7.6,363.8,37.2,86726.5,1,2017,11,0,20,19,0,2017-11-20 19:24:25,2017-11-21 02:23:35,25150.0,6.986111111111111,34.89999999999998,62.8,47.599999999999994,8.989264413518887,11,95.69999999999709,2.0105042016806114,201.2,0.5557324840764328,142.19555555555553,0,0.322484076433121,2.8988946322067592,0
-40.3,389.9,98.4,18.139,20,9,-29.6,369.4,41.6,86843.6,1,2017,11,1,21,13,0,2017-11-21 13:39:25,2017-11-21 14:50:05,4240.0,1.1777777777777778,20.5,56.800000000000004,58.4,48.22641509433962,11,117.10000000000582,2.0051369863014696,675.8333333333334,0.36091549295774644,143.3733333333333,0,0.31934859154929573,15.401037735849055,1
-7.7,400.5,100.0,21.658,16,8,-7.8,362.0,33.6,86976.6,1,2017,11,1,21,20,0,2017-11-21 20:46:43,2017-11-22 04:14:53,26890.0,7.469444444444444,38.5,66.4,64.80000000000001,8.889550018594274,8,133.0,2.0524691358024687,356.6333333333333,0.5798192771084337,150.84277777777774,0,0.32617469879518074,2.8995462997396806,0
-40.0,389.8,98.8,20.965999999999998,22,12,-23.3,365.6,32.0,87117.1,1,2017,11,2,22,13,0,2017-11-22 13:50:30,2017-11-22 15:12:30,4920.0,1.3666666666666667,24.19999999999999,66.8,68.0,48.8780487804878,10,140.5,2.0661764705882355,575.6166666666667,0.36227544910179627,152.20944444444442,0,0.3138622754491018,15.340975609756095,1
-7.7,399.0,100.0,21.38,16,7,-7.7,362.2,34.8,87244.7,1,2017,11,2,22,21,0,2017-11-22 21:15:00,2017-11-23 04:37:40,26560.0,7.377777777777778,36.80000000000001,65.2,64.0,8.837349397590362,9,127.59999999999127,1.9937499999998636,362.5,0.5644171779141106,159.58722222222218,0,0.32791411042944785,2.8978915662650597,0
-7.7,397.0,100.0,20.728,12,6,-7.6,363.7,36.0,87367.9,1,2017,11,3,23,18,0,2017-11-23 18:05:00,2017-11-24 01:14:00,25740.0,7.15,33.30000000000001,64.0,64.0,8.95104895104895,6,123.19999999999709,1.9249999999999545,807.3333333333334,0.5203125000000002,166.7372222222222,0,0.323875,2.899020979020979,0
-40.4,390.1,98.4,17.621,19,9,-31.3,368.1,43.2,87477.3,1,2017,11,4,24,14,0,2017-11-24 14:40:28,2017-11-24 15:49:08,4120.0,1.1444444444444444,22.0,55.2,56.8,48.23300970873787,10,109.40000000000873,1.9260563380283229,806.4666666666667,0.39855072463768115,167.88166666666663,0,0.3192210144927536,15.396990291262135,1
-7.6,400.5,100.0,22.6,16,7,-7.6,360.3,30.0,87611.9,1,2017,11,4,24,21,0,2017-11-24 21:16:23,2017-11-25 05:04:23,28080.0,7.8,40.19999999999999,70.0,68.4,8.974358974358974,9,134.59999999999127,1.9678362573098138,327.25,0.5742857142857142,175.68166666666664,0,0.3228571428571429,2.897435897435898,0
-39.7,389.7,98.0,19.332,21,11,-26.5,367.5,37.2,87731.7,1,2017,11,5,25,15,0,2017-11-25 15:01:32,2017-11-25 16:17:52,4580.0,1.2722222222222221,22.19999999999999,60.8,62.8,47.790393013100434,10,119.80000000000291,1.9076433121019574,597.15,0.36513157894736825,176.95388888888886,0,0.3179605263157895,15.195458515283844,1
-7.7,400.3,100.0,22.897,17,8,-7.7,359.9,29.2,87872.9,1,2017,11,5,25,21,0,2017-11-25 21:24:17,2017-11-26 05:18:51,28474.0,7.9094444444444445,40.400000000000034,70.8,68.8,8.951324014890778,9,141.1999999999971,2.0523255813953067,306.4166666666667,0.5706214689265542,184.8633333333333,0,0.32340395480225986,2.8948935871321204,0
-7.6,399.0,100.0,20.430999999999997,16,3,-7.7,364.3,37.2,88129.2,1,2017,11,6,26,19,0,2017-11-26 19:33:15,2017-11-27 02:36:06,25371.0,7.0475,34.69999999999999,62.8,-37.2,8.910961333806313,13,122.5,-3.293010752688172,289.51666666666665,0.5525477707006368,193.2997222222222,0,0.3253343949044586,2.899042213550904,0
-40.1,390.1,98.4,15.130999999999998,17,8,-31.3,370.8,51.2,88220.3,1,2017,11,0,27,13,0,2017-11-27 13:59:51,2017-11-27 14:58:51,3540.0,0.9833333333333333,19.30000000000001,47.2,48.8,48.00000000000001,9,91.10000000000582,1.866803278688644,683.75,0.408898305084746,194.2830555555555,0,0.320572033898305,15.387457627118643,1
-7.7,399.4,100.0,21.421999999999997,15,7,-7.8,362.0,34.0,88343.5,1,2017,11,0,27,20,0,2017-11-27 20:24:51,2017-11-28 03:48:11,26600.0,7.388888888888889,37.39999999999998,66.0,64.4,8.932330827067668,8,123.19999999999709,1.913043478260824,326.0,0.5666666666666663,201.6719444444444,0,0.3245757575757575,2.8992180451127814,0
-40.7,384.0,92.0,18.659000000000002,21,11,-26.9,365.2,33.2,88474.3,1,2017,11,1,28,13,0,2017-11-28 13:53:07,2017-11-28 15:05:57,4370.0,1.2138888888888888,18.80000000000001,58.8,66.8,48.43935926773455,10,130.8000000000029,1.958083832335373,604.9333333333333,0.3197278911564628,202.8858333333333,0,0.3173299319727892,15.3712585812357,1
-7.6,399.6,100.0,17.406,14,5,-7.7,366.3,47.6,88567.6,1,2017,11,1,28,19,0,2017-11-28 19:55:52,2017-11-29 01:55:31,21579.0,5.994166666666667,33.30000000000001,52.4,44.4,8.7418323369943,9,93.30000000000291,2.101351351351417,289.9166666666667,0.6354961832061071,208.87999999999997,0,0.332175572519084,2.9038231614069234,0
-40.7,389.3,96.4,14.966,14,4,-40.4,373.1,50.0,88664.4,1,2017,11,2,29,14,0,2017-11-29 14:15:20,2017-11-29 15:12:40,3440.0,0.9555555555555556,16.19999999999999,46.400000000000006,50.0,48.55813953488372,10,96.79999999998836,1.9359999999997672,739.8166666666667,0.3491379310344825,209.83555555555552,0,0.3225431034482758,15.662093023255812,1
-7.7,398.4,100.0,18.879,11,3,-7.7,364.6,42.0,88773.2,1,2017,11,2,29,19,0,2017-11-29 19:47:55,2017-11-30 02:18:25,23430.0,6.508333333333334,33.799999999999955,58.0,54.400000000000006,8.911651728553137,8,108.80000000000291,2.0000000000000533,275.25,0.5827586206896543,216.34388888888884,0,0.3255,2.900742637644046,0
-48.0,390.0,96.8,15.884,16,5,-7.1,365.5,47.2,88873.5,1,2017,11,3,30,12,0,2017-11-30 12:56:16,2017-11-30 13:47:56,3100.0,0.8611111111111112,24.5,49.599999999999994,52.8,57.59999999999999,11,100.30000000000291,1.8996212121212674,637.85,0.49395161290322587,217.20499999999996,0,0.32024193548387103,18.44593548387097,1
-7.8,399.0,100.0,10.181000000000001,14,5,-7.7,368.2,69.6,88929.7,1,2017,11,3,30,17,0,2017-11-30 17:20:29,2017-11-30 20:50:09,12580.0,3.4944444444444445,30.80000000000001,30.400000000000006,27.200000000000003,8.699523052464231,9,56.19999999999709,2.066176470588128,212.55,1.0131578947368423,220.6994444444444,0,0.33490131578947363,2.913481717011129,0
-41.7,390.0,97.6,14.769,15,5,-2.4,364.5,51.2,89023.7,1,2017,12,4,1,12,0,2017-12-01 12:08:46,2017-12-01 13:04:36,3350.0,0.9305555555555556,25.5,46.39999999999999,48.8,49.86268656716417,10,94.0,1.9262295081967213,918.6166666666667,0.5495689655172414,221.62999999999994,0,0.3182974137931035,15.871164179104477,1
-7.7,398.7,100.0,19.292,12,3,-7.7,364.3,40.4,89130.6,1,2017,12,4,1,19,0,2017-12-01 19:23:44,2017-12-02 02:02:53,23949.0,6.6525,34.39999999999998,59.6,57.199999999999996,8.959037955655768,9,106.90000000000873,1.8688811188812717,379.1333333333333,0.5771812080536909,228.28249999999994,0,0.32369127516778523,2.8999624201428036,0
-44.3,389.3,97.6,17.652,19,8,-44.5,371.6,42.4,89243.0,1,2017,12,5,2,13,0,2017-12-02 13:11:50,2017-12-02 14:13:50,3720.0,1.0333333333333334,17.69999999999999,55.199999999999996,57.6,53.419354838709666,11,112.39999999999418,1.9513888888887878,668.95,0.3206521739130433,229.31583333333327,0,0.3197826086956522,17.08258064516129,1
-7.7,397.8,100.0,23.539,16,4,-7.7,358.7,27.6,89380.3,1,2017,12,5,2,20,0,2017-12-02 20:24:37,2017-12-03 04:32:37,29280.0,8.133333333333333,39.10000000000002,72.4,70.0,8.901639344262296,12,137.3000000000029,1.961428571428613,370.78333333333336,0.5400552486187848,237.4491666666666,0,0.32512430939226517,2.8941393442622956,0
-45.6,381.5,64.0,3.012,11,7,-44.4,373.6,54.4,89466.1,1,2017,12,6,3,12,0,2017-12-03 12:28:38,2017-12-03 12:39:18,640.0,0.17777777777777778,7.899999999999977,9.600000000000001,45.6,54.00000000000001,4,85.80000000000291,1.8815789473684847,476.01666666666665,0.8229166666666642,237.62694444444438,0,0.31375,16.9425,1
-44.5,390.0,97.2,10.744000000000002,16,9,-5.5,369.4,64.0,89466.1,1,2017,12,6,3,13,0,2017-12-03 13:26:43,2017-12-03 14:04:23,2260.0,0.6277777777777778,20.600000000000023,33.2,0.0,52.88495575221239,7,0.0,,47.416666666666664,0.620481927710844,238.25472222222214,0,0.3236144578313253,17.114336283185843,1
-7.8,398.7,100.0,17.535,13,4,-7.7,366.1,46.4,89564.0,1,2017,12,6,3,19,0,2017-12-03 19:32:21,2017-12-04 01:35:00,21759.0,6.0441666666666665,32.599999999999966,53.6,50.800000000000004,8.86805459809734,9,97.89999999999418,1.927165354330594,327.96666666666664,0.60820895522388,244.2988888888888,0,0.3271455223880597,2.901144354060389,0
-7.6,396.8,100.0,19.244,14,5,-7.6,364.9,41.2,89768.9,1,2017,12,0,4,17,0,2017-12-04 17:09:35,2017-12-04 23:47:15,23860.0,6.627777777777778,31.900000000000034,58.8,-41.2,8.871751886001675,9,63.89999999999418,-1.5509708737862664,207.85,0.5425170068027217,251.68222222222212,0,0.32727891156462585,2.903537300922045,0
-7.7,399.0,100.0,10.975999999999999,7,4,-7.7,366.9,66.4,89827.5,1,2017,12,1,5,20,0,2017-12-05 20:09:27,2017-12-05 23:55:47,13580.0,3.772222222222222,32.10000000000002,33.599999999999994,33.599999999999994,8.90721649484536,3,58.60000000000582,1.7440476190477925,1222.2,0.9553571428571437,255.45444444444433,0,0.3266666666666667,2.9096907216494845,0
-7.7,396.3,100.0,23.038,14,8,-7.6,359.8,28.4,89963.6,1,2017,12,2,6,18,0,2017-12-06 18:40:51,2017-12-07 02:37:50,28619.0,7.949722222222222,36.5,71.6,71.6,9.006604004332784,6,136.10000000000582,1.9008379888268971,1125.0666666666666,0.5097765363128492,263.4041666666666,0,0.3217597765363129,2.897962891785178,0
-40.1,379.9,48.4,3.553,12,8,-23.0,367.2,37.2,90080.1,1,2017,12,3,7,15,0,2017-12-07 15:37:45,2017-12-07 15:51:45,840.0,0.23333333333333334,12.699999999999989,11.199999999999996,62.8,47.99999999999998,4,116.5,1.855095541401274,779.9166666666666,1.133928571428571,263.63749999999993,0,0.31723214285714296,15.227142857142857,1
-7.7,397.8,100.0,22.022,8,4,-7.6,360.1,32.0,90106.9,1,2017,12,3,7,21,0,2017-12-07 21:09:36,2017-12-08 04:45:05,27329.0,7.591388888888889,37.69999999999999,68.0,16.4,8.957517655238025,4,26.79999999998836,1.6341463414627049,317.85,0.5544117647058822,271.22888888888883,0,0.32385294117647057,2.900918438288997,0
-41.0,389.9,98.4,20.223,20,8,-39.7,367.6,35.2,90207.5,1,2017,12,4,8,14,0,2017-12-08 14:16:24,2017-12-08 15:34:04,4660.0,1.2944444444444445,22.299999999999955,63.2,64.8,48.82403433476395,12,100.60000000000582,1.552469135802559,571.3166666666667,0.35284810126582206,272.52333333333326,0,0.31998417721518985,15.62291845493562,1
-7.7,398.6,100.0,15.08,15,6,-7.8,367.4,54.4,90281.6,1,2017,12,4,8,19,0,2017-12-08 19:51:51,2017-12-09 01:03:21,18690.0,5.191666666666666,31.200000000000045,45.6,44.00000000000001,8.78330658105939,9,74.10000000000582,1.6840909090910412,257.78333333333336,0.6842105263157905,277.7149999999999,0,0.3307017543859649,2.9046548956661318,0
-40.4,383.5,88.0,15.529000000000002,17,7,-23.1,367.6,38.8,90402.5,1,2017,12,5,9,11,0,2017-12-09 11:00:06,2017-12-09 12:00:56,3650.0,1.0138888888888888,15.899999999999977,49.2,61.2,48.52602739726028,10,120.89999999999418,1.9754901960783362,596.75,0.3231707317073166,278.72888888888883,0,0.31563008130081305,15.316273972602742,1
-40.7,387.1,96.4,12.029000000000002,21,13,-26.4,370.7,58.8,90467.7,1,2017,12,5,9,16,0,2017-12-09 16:06:54,2017-12-09 16:53:54,2820.0,0.7833333333333333,16.400000000000034,37.60000000000001,29.200000000000003,48.000000000000014,8,65.19999999999709,2.2328767123286672,245.96666666666667,0.43617021276595824,279.5122222222222,0,0.31992021276595745,15.35617021276596,1
-41.2,384.6,91.6,14.339,18,9,-39.4,371.9,46.4,90636.0,1,2017,12,6,10,14,0,2017-12-10 14:46:12,2017-12-10 15:41:32,3320.0,0.9222222222222223,12.700000000000045,45.199999999999996,50.00000000000001,49.012048192771076,9,168.3000000000029,3.366000000000058,1312.3,0.2809734513274347,280.4344444444444,0,0.3172345132743363,15.548313253012047,1
-7.6,399.2,100.0,21.557,15,6,-7.7,362.0,33.2,90726.3,1,2017,12,6,10,19,0,2017-12-10 19:48:15,2017-12-11 03:14:44,26789.0,7.441388888888889,37.19999999999999,66.8,58.39999999999999,8.97681884355519,9,90.30000000000291,1.5462328767123787,246.71666666666667,0.55688622754491,287.8758333333333,0,0.32270958083832335,2.896905446265258,0
