charge_end_I,charge_end_U,charge_end_soc,charge_energy,charge_max_temp,charge_min_temp,charge_start_I,charge_start_U,charge_start_soc,mileage,vehicle_id,year,month,week,day,hour,night,start,end,second_interval,charge_hour,dU,dsoc,ddsoc,dsoc/hour,dtemp,dmileage,dmileage/soc,interval_min,dU/dsoc,sum_charge,phase,energy/dsoc,P/kW,charge_mode
-40.4,376.8,36.0,3.562,14,10,-31.1,360.1,25.2,71009.8,3,2017,11,5,11,11,0,2017-11-11 11:58:54,2017-11-11 12:13:14,860.0,0.2388888888888889,16.69999999999999,10.8,74.8,45.2093023255814,4,129.10000000000582,1.7259358288770832,994.4,1.5462962962962952,26.978611111111107,0,0.3298148148148148,14.910697674418603,1
-15.1,389.3,100.0,23.436,24,13,-36.5,360.1,26.0,71030.6,3,2017,11,5,11,12,0,2017-11-11 12:54:35,2017-11-11 14:24:25,5390.0,1.4972222222222222,29.19999999999999,74.0,10.0,49.42486085343228,11,20.80000000000291,2.080000000000291,41.35,0.39459459459459445,28.47583333333333,0,0.3167027027027027,15.652987012987014,1
-7.7,391.2,100.0,21.421999999999997,19,9,-7.7,361.4,33.2,71142.3,3,2017,11,5,11,19,0,2017-11-11 19:58:23,2017-11-12 03:24:12,26749.0,7.4302777777777775,29.80000000000001,66.8,66.8,8.990242625892556,10,111.69999999999709,1.672155688622711,333.96666666666664,0.4461077844311379,35.90611111111111,0,0.320688622754491,2.8830685259262023,0
-16.6,399.0,100.0,13.664000000000001,17,9,-39.7,371.9,57.6,71210.2,3,2017,11,0,13,12,0,2017-11-13 12:00:02,2017-11-13 12:53:52,3230.0,0.8972222222222223,27.100000000000023,42.4,42.4,47.256965944272444,8,67.89999999999418,1.6014150943394854,1955.8333333333333,0.639150943396227,36.803333333333335,0,0.3222641509433963,15.229226006191952,1
-35.3,378.7,69.6,7.002999999999999,15,10,-5.4,364.6,47.2,71301.3,3,2017,11,1,14,15,0,2017-11-14 15:04:54,2017-11-14 15:37:24,1950.0,0.5416666666666666,14.099999999999966,22.39999999999999,52.8,41.35384615384614,5,91.10000000000582,1.7253787878788982,1571.0333333333333,0.6294642857142845,37.345,0,0.31263392857142863,12.928615384615384,1
-40.2,386.0,94.4,20.214000000000002,19,7,-31.0,364.9,30.4,71378.9,3,2017,11,2,15,9,0,2017-11-15 09:20:38,2017-11-15 10:39:58,4760.0,1.3222222222222222,21.100000000000023,64.0,-30.4,48.403361344537814,12,77.59999999999127,-2.5526315789470813,1021.7333333333333,0.32968750000000036,39.31444444444445,0,0.31584375000000003,15.287899159663867,1
-40.6,377.3,45.6,0.794,17,12,-6.3,365.6,43.2,71466.4,3,2017,11,2,15,15,0,2017-11-15 15:55:39,2017-11-15 15:58:49,190.0,0.05277777777777778,11.699999999999989,2.3999999999999986,51.2,45.47368421052629,5,87.5,1.708984375,315.68333333333334,4.874999999999998,39.367222222222225,0,0.33083333333333353,15.04421052631579,1
-24.5,390.9,100.0,17.243,23,12,-66.7,376.0,45.6,71466.4,3,2017,11,2,15,16,0,2017-11-15 16:02:04,2017-11-15 17:08:04,3960.0,1.1,14.899999999999977,54.4,0.0,49.454545454545446,11,0.0,,3.25,0.273897058823529,40.467222222222226,0,0.31696691176470587,15.675454545454542,1
-40.7,383.1,92.4,19.842,25,10,-23.3,361.4,29.2,71572.0,3,2017,11,2,15,20,0,2017-11-15 20:53:07,2017-11-15 22:10:57,4670.0,1.2972222222222223,21.700000000000045,63.2,70.8,48.71948608137045,15,105.60000000000582,1.4915254237288957,225.05,0.34335443037974755,41.76444444444445,0,0.3139556962025316,15.295760171306208,1
-14.0,395.5,100.0,23.67,23,11,-35.4,360.1,27.6,71669.0,3,2017,11,3,16,11,0,2017-11-16 11:39:12,2017-11-16 13:17:52,5920.0,1.6444444444444444,35.39999999999998,72.4,64.80000000000001,44.02702702702703,12,97.0,1.4969135802469133,808.25,0.48895027624309356,43.408888888888896,0,0.32693370165745855,14.39391891891892,1
-3.8,392.9,100.0,22.103,19,3,-22.7,362.1,30.4,71778.2,3,2017,11,4,17,7,0,2017-11-17 07:15:41,2017-11-17 08:46:11,5430.0,1.5083333333333333,30.799999999999955,69.6,69.6,46.14364640883978,16,109.19999999999709,1.5689655172413377,1077.8166666666666,0.4425287356321833,44.91722222222223,0,0.31757183908045983,14.653922651933703,1
-27.0,398.0,100.0,19.89,22,10,-6.6,363.9,37.2,71879.4,3,2017,11,4,17,15,0,2017-11-17 15:59:42,2017-11-17 17:11:02,4280.0,1.1888888888888889,34.10000000000002,62.8,62.8,52.822429906542055,12,101.19999999999709,1.61146496815282,433.51666666666665,0.5429936305732488,46.10611111111112,0,0.31671974522292995,16.729906542056074,1
-14.7,396.9,100.0,20.859,20,7,-26.1,365.2,35.2,72088.8,3,2017,11,6,19,10,0,2017-11-19 10:45:07,2017-11-19 12:10:37,5130.0,1.425,31.69999999999999,64.8,64.8,45.473684210526315,13,96.19999999999709,1.484567901234523,1315.8833333333334,0.48919753086419737,51.653333333333336,0,0.3218981481481482,14.637894736842107,1
-41.6,377.4,48.4,2.612,18,11,-5.8,362.2,40.4,72191.9,3,2017,11,6,19,16,0,2017-11-19 16:36:15,2017-11-19 16:46:25,610.0,0.16944444444444445,15.199999999999989,8.0,59.6,47.213114754098356,7,103.09999999999127,1.729865771811934,265.6333333333333,1.8999999999999986,51.82277777777778,0,0.3265,15.415081967213114,1
-41.2,381.6,86.0,11.735999999999999,23,13,-6.3,369.7,48.8,72191.9,3,2017,11,6,19,16,0,2017-11-19 16:52:08,2017-11-19 17:36:48,2680.0,0.7444444444444445,11.900000000000034,37.2,-0.3999999999999986,49.97014925373134,10,0.0,-0.0,5.716666666666667,0.31989247311828045,52.56722222222223,0,0.3154838709677419,15.764776119402983,1
-40.7,382.9,90.0,16.381,23,10,-23.2,365.6,38.0,72254.3,3,2017,11,6,19,20,0,2017-11-19 20:37:58,2017-11-19 21:41:58,3840.0,1.0666666666666667,17.299999999999955,52.0,48.0,48.75,13,62.40000000000873,1.300000000000182,181.16666666666666,0.33269230769230684,53.6338888888889,0,0.3150192307692308,15.3571875,1
-14.8,395.4,100.0,21.955,21,7,-31.7,363.4,32.0,72326.5,3,2017,11,0,20,10,0,2017-11-20 10:18:03,2017-11-20 11:48:13,5410.0,1.5027777777777778,32.0,68.0,58.0,45.249537892791125,14,72.19999999999709,1.2448275862068463,756.0833333333334,0.47058823529411764,55.13666666666668,0,0.3228676470588235,14.609611829944546,1
-46.7,378.2,58.4,2.608,19,14,-11.4,366.9,50.0,72417.2,3,2017,11,0,20,16,0,2017-11-20 16:36:27,2017-11-20 16:45:27,540.0,0.15,11.300000000000011,8.399999999999999,50.0,55.99999999999999,5,90.69999999999709,1.8139999999999419,288.23333333333335,1.345238095238097,55.286666666666676,0,0.3104761904761905,17.386666666666667,1
-46.6,379.8,69.2,3.4810000000000003,20,15,-45.9,375.2,58.4,72417.2,3,2017,11,0,20,16,0,2017-11-20 16:49:35,2017-11-20 17:01:25,710.0,0.19722222222222222,4.600000000000023,10.800000000000004,0.0,54.76056338028172,5,0.0,,4.133333333333334,0.4259259259259279,55.4838888888889,0,0.3223148148148147,17.650140845070425,1
-16.1,393.6,100.0,9.801,24,16,-7.0,371.1,69.2,72417.2,3,2017,11,0,20,17,0,2017-11-20 17:05:15,2017-11-20 17:38:45,2010.0,0.5583333333333333,22.5,30.799999999999997,0.0,55.164179104477604,8,0.0,,3.8333333333333335,0.7305194805194806,56.04222222222223,0,0.3182142857142857,17.554029850746268,1
-40.8,380.3,74.4,13.773,22,8,-26.6,362.9,31.2,72525.2,3,2017,11,0,20,21,0,2017-11-20 21:50:11,2017-11-20 22:44:21,3250.0,0.9027777777777778,17.400000000000034,43.2,68.8,47.8523076923077,14,108.0,1.5697674418604652,251.43333333333334,0.40277777777777857,56.94500000000001,0,0.31881944444444443,15.256246153846153,1
-13.8,395.1,100.0,21.17,20,6,-40.1,366.7,33.2,72580.2,3,2017,11,1,21,8,0,2017-11-21 08:47:25,2017-11-21 10:14:55,5250.0,1.4583333333333333,28.400000000000034,66.8,41.2,45.80571428571429,14,55.0,1.3349514563106795,603.0666666666667,0.4251497005988029,58.40333333333334,0,0.3169161676646707,14.51657142857143,1
-39.7,377.9,56.0,2.9130000000000003,15,10,-6.1,364.5,46.8,72667.2,3,2017,11,1,21,17,0,2017-11-21 17:27:04,2017-11-21 17:38:44,700.0,0.19444444444444445,13.399999999999977,9.200000000000003,53.2,47.31428571428573,5,87.0,1.6353383458646615,432.15,1.456521739130432,58.597777777777786,0,0.3166304347826086,14.981142857142858,1
-39.3,377.6,47.6,6.04,17,8,-31.2,361.7,28.4,72719.7,3,2017,11,1,21,19,0,2017-11-21 19:33:45,2017-11-21 19:58:45,1500.0,0.4166666666666667,15.900000000000034,19.200000000000003,27.6,46.080000000000005,9,52.5,1.9021739130434783,115.01666666666667,0.8281250000000017,59.01444444444445,0,0.31458333333333327,14.495999999999999,1
-3.0,395.4,100.0,22.384,17,4,-36.3,362.4,30.0,72750.7,3,2017,11,2,22,12,0,2017-11-22 12:42:08,2017-11-22 14:17:28,5720.0,1.5888888888888888,33.0,70.0,17.6,44.05594405594406,13,31.0,1.7613636363636362,1003.3833333333333,0.4714285714285714,60.60333333333334,0,0.3197714285714286,14.087832167832168,1
-13.8,395.8,100.0,16.12,17,8,-38.9,371.5,50.4,72812.9,3,2017,11,3,23,12,0,2017-11-23 12:02:06,2017-11-23 13:06:56,3890.0,1.0805555555555555,24.30000000000001,49.6,49.6,45.90231362467867,9,62.19999999999709,1.2540322580644574,1304.6333333333334,0.4899193548387099,61.683888888888895,0,0.325,14.918251928020567,1
-14.0,392.8,100.0,10.832,20,12,-38.5,371.3,66.0,72879.0,3,2017,11,3,23,15,0,2017-11-23 15:19:03,2017-11-23 16:02:23,2600.0,0.7222222222222222,21.5,34.0,34.0,47.07692307692308,8,66.10000000000582,1.9441176470589947,132.11666666666667,0.6323529411764706,62.406111111111116,0,0.31858823529411767,14.998153846153848,1
-14.6,397.0,100.0,21.914,16,1,-22.7,363.2,31.2,72977.4,3,2017,11,4,24,8,0,2017-11-24 08:54:24,2017-11-24 10:26:44,5540.0,1.538888888888889,33.80000000000001,68.8,68.8,44.70758122743682,15,98.39999999999418,1.4302325581394504,1012.0166666666667,0.49127906976744207,63.94500000000001,0,0.31851744186046516,14.24014440433213,1
-28.7,392.1,100.0,20.798000000000002,21,11,-44.1,366.7,34.0,73093.2,3,2017,11,5,25,16,0,2017-11-25 16:48:39,2017-11-25 18:02:39,4440.0,1.2333333333333334,25.400000000000034,66.0,66.0,53.51351351351351,10,115.80000000000291,1.7545454545454986,1821.9166666666667,0.3848484848484854,65.17833333333334,0,0.31512121212121214,16.863243243243243,1
-40.4,387.6,97.2,21.64,19,8,-22.5,361.3,28.4,73193.9,3,2017,11,6,26,11,0,2017-11-26 11:47:14,2017-11-26 13:11:34,5060.0,1.4055555555555554,26.30000000000001,68.80000000000001,71.6,48.94861660079052,11,100.69999999999709,1.406424581005546,1064.5833333333333,0.38226744186046524,66.5838888888889,0,0.3145348837209302,15.396047430830041,1
-3.2,391.7,100.0,19.825,23,11,-39.0,367.2,39.2,73279.0,3,2017,11,6,26,17,0,2017-11-26 17:59:10,2017-11-26 19:22:10,4980.0,1.3833333333333333,24.5,60.8,58.0,43.95180722891566,12,85.10000000000582,1.4672413793104453,287.6,0.4029605263157895,67.96722222222223,0,0.3260690789473684,14.331325301204819,1
-27.1,397.4,100.0,16.743,18,9,-1.6,364.3,47.2,73346.6,3,2017,11,0,27,15,0,2017-11-27 15:30:22,2017-11-27 16:29:52,3570.0,0.9916666666666667,33.099999999999966,52.8,52.8,53.24369747899159,9,67.60000000000582,1.2803030303031406,1208.2,0.6268939393939388,68.9588888888889,0,0.3171022727272727,16.883697478991596,1
-41.1,380.3,67.2,12.835,16,10,-39.9,363.0,26.4,73461.8,3,2017,11,1,28,12,0,2017-11-28 12:47:17,2017-11-28 13:36:57,2980.0,0.8277777777777777,17.30000000000001,40.800000000000004,73.6,49.28859060402685,6,115.19999999999709,1.5652173913043084,1217.4166666666667,0.42401960784313747,69.78666666666668,0,0.3145833333333333,15.505369127516781,1
-25.3,387.7,99.2,21.296,23,11,-66.1,366.5,32.0,73515.8,3,2017,11,1,28,16,0,2017-11-28 16:48:15,2017-11-28 18:06:55,4720.0,1.3111111111111111,21.19999999999999,67.2,35.2,51.25423728813559,12,54.0,1.534090909090909,191.3,0.3154761904761903,71.0977777777778,0,0.31690476190476186,16.24271186440678,1
-14.7,384.4,100.0,20.71,23,8,-23.2,363.0,34.0,73596.0,3,2017,11,1,28,22,0,2017-11-28 22:02:07,2017-11-28 23:24:17,4930.0,1.3694444444444445,21.399999999999977,66.0,65.2,48.1947261663286,15,80.19999999999709,1.230061349693207,235.2,0.3242424242424239,72.46722222222223,0,0.3137878787878788,15.12292089249493,1
-14.3,395.8,100.0,11.874,12,2,-29.6,370.8,64.0,73638.2,3,2017,11,2,29,11,0,2017-11-29 11:25:29,2017-11-29 12:15:19,2990.0,0.8305555555555556,25.0,36.0,36.0,43.34448160535117,10,42.19999999999709,1.1722222222221415,721.2,0.6944444444444444,73.29777777777778,0,0.32983333333333337,14.296454849498328,1
-13.4,396.4,100.0,20.471,20,8,-40.4,370.2,36.0,73729.4,3,2017,11,2,29,18,0,2017-11-29 18:00:16,2017-11-29 19:21:46,4890.0,1.3583333333333334,26.19999999999999,64.0,64.0,47.11656441717791,12,91.19999999999709,1.4249999999999545,344.95,0.4093749999999998,74.65611111111112,0,0.319859375,15.070674846625765,1
-7.6,390.9,100.0,21.409000000000002,18,3,-7.7,361.1,32.0,73901.5,3,2017,11,3,30,17,0,2017-11-30 17:26:47,2017-12-01 00:52:47,26760.0,7.433333333333334,29.799999999999955,68.0,-32.0,9.147982062780269,15,100.10000000000582,-3.128125000000182,272.68333333333334,0.4382352941176464,83.36722222222222,0,0.3148382352941177,2.8801345291479823,0
-14.1,395.3,100.0,20.845,20,8,-30.4,364.6,34.8,73985.1,3,2017,12,5,2,12,0,2017-12-02 12:18:44,2017-12-02 13:43:54,5110.0,1.4194444444444445,30.69999999999999,65.2,65.2,45.9334637964775,12,83.60000000000582,1.2822085889571444,2125.95,0.47085889570552125,84.78666666666668,0,0.3197085889570552,14.685322896281798,1
-14.2,394.3,100.0,22.243000000000002,24,10,-26.4,361.6,29.6,74090.1,3,2017,12,5,2,18,0,2017-12-02 18:59:23,2017-12-02 20:28:23,5340.0,1.4833333333333334,32.69999999999999,70.4,70.4,47.46067415730337,14,105.0,1.4914772727272727,315.48333333333335,0.4644886363636362,86.27000000000001,0,0.31595170454545457,14.995280898876405,1
-40.3,396.0,98.0,19.303,15,1,-23.2,365.3,37.2,74169.1,3,2017,12,6,3,9,0,2017-12-03 09:02:06,2017-12-03 10:16:46,4480.0,1.2444444444444445,30.69999999999999,60.8,62.8,48.857142857142854,14,79.0,1.2579617834394905,753.7166666666667,0.5049342105263156,87.51444444444445,0,0.31748355263157896,15.511339285714286,1
-40.4,377.9,57.6,8.301,18,12,-4.4,359.0,31.2,74274.8,3,2017,12,6,3,16,0,2017-12-03 16:03:12,2017-12-03 16:36:12,1980.0,0.55,18.899999999999977,26.400000000000002,66.8,48.0,6,105.69999999999709,1.5823353293412739,346.43333333333334,0.7159090909090899,88.06444444444445,0,0.31443181818181815,15.092727272727272,1
-39.9,380.5,74.4,5.393,21,14,-1.2,369.8,57.6,74274.8,3,2017,12,6,3,16,0,2017-12-03 16:41:40,2017-12-03 17:03:00,1280.0,0.35555555555555557,10.699999999999989,16.800000000000004,0.0,47.25000000000001,7,0.0,,5.466666666666667,0.6369047619047611,88.42,0,0.32101190476190467,15.167812499999998,1
-24.0,392.7,100.0,8.113999999999999,23,15,-39.9,376.6,74.4,74274.8,3,2017,12,6,3,17,0,2017-12-03 17:08:44,2017-12-03 17:41:04,1940.0,0.5388888888888889,16.099999999999966,25.599999999999994,0.0,47.50515463917525,8,0.0,,5.733333333333333,0.6289062499999988,88.9588888888889,0,0.31695312500000006,15.056907216494844,1
-14.2,392.6,100.0,21.570999999999998,23,9,-38.8,364.5,32.8,74372.8,3,2017,12,6,3,22,0,2017-12-03 22:17:32,2017-12-03 23:45:52,5300.0,1.4722222222222223,28.100000000000023,67.2,67.2,45.64528301886792,14,98.0,1.4583333333333333,276.46666666666664,0.41815476190476225,90.43111111111112,0,0.3209970238095238,14.651999999999997,1
-16.4,388.6,100.0,22.072,21,8,-23.1,362.5,28.4,74482.8,3,2017,12,0,4,13,0,2017-12-04 13:07:54,2017-12-04 14:34:14,5180.0,1.4388888888888889,26.100000000000023,71.6,71.6,49.760617760617755,13,110.0,1.5363128491620113,802.0333333333333,0.3645251396648048,91.87,0,0.308268156424581,15.3396138996139,1
-14.0,394.1,100.0,23.121,23,8,-39.1,361.5,29.6,74584.1,3,2017,12,0,4,20,0,2017-12-04 20:30:40,2017-12-04 22:07:50,5830.0,1.6194444444444445,32.60000000000002,70.4,70.4,43.47169811320755,15,101.30000000000291,1.4389204545454957,356.43333333333334,0.4630681818181821,93.48944444444444,0,0.3284232954545454,14.277118353344768,1
-14.7,394.2,100.0,13.135,15,6,-23.6,371.0,59.2,74639.8,3,2017,12,1,5,12,0,2017-12-05 12:43:51,2017-12-05 13:35:41,3110.0,0.8638888888888889,23.19999999999999,40.8,40.8,47.22829581993569,9,55.69999999999709,1.3651960784313013,876.0166666666667,0.5686274509803919,94.35333333333334,0,0.32193627450980394,15.204501607717042,1
-7.7,391.2,100.0,22.311999999999998,14,4,-7.8,359.4,29.6,74743.6,3,2017,12,1,5,20,0,2017-12-05 20:04:43,2017-12-06 03:49:43,27900.0,7.75,31.80000000000001,70.4,70.4,9.083870967741936,10,103.80000000000291,1.4744318181818594,389.03333333333336,0.4517045454545456,102.10333333333334,0,0.31693181818181815,2.8789677419354835,0
-26.7,394.1,100.0,18.392,21,11,-43.2,369.5,42.0,74834.5,3,2017,12,2,6,16,0,2017-12-06 16:18:23,2017-12-06 17:25:53,4050.0,1.125,24.600000000000023,58.0,58.0,51.55555555555556,10,90.89999999999418,1.5672413793102444,748.6666666666666,0.42413793103448316,103.22833333333334,0,0.31710344827586207,16.348444444444443,1
-3.2,391.3,100.0,18.116,14,0,-30.1,367.3,44.0,74916.9,3,2017,12,3,7,9,0,2017-12-07 09:57:04,2017-12-07 11:08:34,4290.0,1.1916666666666667,24.0,56.0,5.200000000000003,46.99300699300699,14,7.19999999999709,1.3846153846148241,18.716666666666665,0.42857142857142855,104.75888888888889,0,0.3235,15.202237762237763,1
-44.2,380.1,70.4,9.434,18,9,-6.5,363.1,40.8,75014.8,3,2017,12,3,7,16,0,2017-12-07 16:31:58,2017-12-07 17:06:48,2090.0,0.5805555555555556,17.0,29.60000000000001,59.2,50.98564593301437,9,97.90000000000873,1.6537162162163637,323.4,0.5743243243243241,105.33944444444444,0,0.3187162162162161,16.249952153110044,1
-27.3,391.7,100.0,9.291,20,12,-14.4,371.9,70.4,75014.8,3,2017,12,3,7,17,0,2017-12-07 17:12:48,2017-12-07 17:46:48,2040.0,0.5666666666666667,19.80000000000001,29.599999999999994,0.0,52.23529411764705,8,0.0,,6.0,0.6689189189189194,105.9061111111111,0,0.3138851351351352,16.39588235294118,1
-7.7,390.1,100.0,20.724,17,3,-7.7,361.5,35.2,75106.5,3,2017,12,3,7,21,0,2017-12-07 21:44:08,2017-12-08 04:55:38,25890.0,7.191666666666666,28.600000000000023,64.8,64.8,9.010428736964078,14,91.69999999999709,1.4151234567900786,237.33333333333334,0.4413580246913584,113.09777777777776,0,0.31981481481481483,2.8816685979142527,0
-3.4,393.5,100.0,23.090999999999998,23,10,-30.5,360.4,28.0,75218.5,3,2017,12,4,8,13,0,2017-12-08 13:43:21,2017-12-08 15:18:21,5700.0,1.5833333333333333,33.10000000000002,72.0,72.0,45.473684210526315,13,112.0,1.5555555555555556,527.7166666666667,0.45972222222222253,114.6811111111111,0,0.3207083333333333,14.58378947368421,1
-3.0,390.7,100.0,23.259,24,10,-39.6,361.3,26.4,75335.7,3,2017,12,4,8,20,0,2017-12-08 20:17:42,2017-12-08 21:49:13,5491.0,1.5252777777777777,29.399999999999977,73.6,73.6,48.25350573665999,14,117.19999999999709,1.5923913043477866,299.35,0.39945652173913015,116.20638888888887,0,0.3160190217391305,15.249025678382809,1
-40.4,380.5,69.2,11.052999999999999,16,10,-23.6,364.1,34.0,75425.7,3,2017,12,5,9,15,0,2017-12-09 15:25:58,2017-12-09 16:09:18,2600.0,0.7222222222222222,16.399999999999977,35.2,66.0,48.73846153846154,6,90.0,1.3636363636363635,1056.75,0.4659090909090902,116.9286111111111,0,0.3140056818181818,15.304153846153845,1
-40.5,377.8,54.8,7.524,19,11,-23.1,362.9,30.8,75516.6,3,2017,12,5,9,21,0,2017-12-09 21:09:12,2017-12-09 21:38:52,1780.0,0.49444444444444446,14.900000000000034,23.999999999999996,38.400000000000006,48.53932584269662,8,90.90000000000873,2.367187500000227,299.9,0.6208333333333348,117.42305555555554,0,0.31350000000000006,15.217078651685393,1
-4.1,392.9,100.0,23.09,25,10,-23.3,360.8,27.6,75560.0,3,2017,12,5,9,23,0,2017-12-09 23:10:54,2017-12-10 00:46:39,5745.0,1.5958333333333334,32.099999999999966,72.4,27.199999999999996,45.36814621409922,15,43.39999999999418,1.595588235293904,92.03333333333333,0.44337016574585586,119.01888888888887,0,0.3189226519337016,14.468929503916447,1
-40.5,381.2,70.4,15.263,15,5,-23.2,362.3,31.2,75663.7,3,2017,12,6,10,22,0,2017-12-10 22:20:42,2017-12-10 23:18:38,3476.0,0.9655555555555555,18.899999999999977,39.2,68.8,40.598388952819334,10,103.69999999999709,1.5072674418604228,1294.05,0.48214285714285654,119.98444444444442,0,0.3893622448979592,15.807479861910242,1
-14.7,383.6,98.0,20.551,15,4,-22.9,364.3,33.2,75713.4,3,2017,12,0,11,12,0,2017-12-11 12:46:44,2017-12-11 14:07:44,4860.0,1.35,19.30000000000001,64.8,37.2,47.99999999999999,11,49.69999999999709,1.3360215053762658,808.1,0.2978395061728397,121.33444444444442,0,0.3171450617283951,15.22296296296296,1
-14.7,389.8,100.0,22.061999999999998,21,8,-23.4,363.5,30.4,75799.8,3,2017,12,0,11,18,0,2017-12-11 18:19:10,2017-12-11 19:50:10,5460.0,1.5166666666666666,26.30000000000001,69.6,67.6,45.89010989010989,13,86.40000000000873,1.278106508875869,251.43333333333334,0.377873563218391,122.85111111111108,0,0.31698275862068964,14.546373626373626,1
-14.5,395.6,100.0,19.51,16,4,-23.1,366.7,38.8,75880.7,3,2017,12,1,12,13,0,2017-12-12 13:39:50,2017-12-12 15:00:20,4830.0,1.3416666666666666,28.900000000000034,61.2,61.2,45.61490683229814,12,80.89999999999418,1.3218954248365062,1069.6666666666667,0.47222222222222276,124.19277777777775,0,0.31879084967320265,14.5416149068323,1
-16.3,395.7,100.0,18.099,19,6,-23.2,367.2,43.2,75947.0,3,2017,12,1,12,18,0,2017-12-12 18:54:02,2017-12-12 20:05:12,4270.0,1.1861111111111111,28.5,56.8,56.8,47.88758782201405,13,66.30000000000291,1.1672535211268118,233.7,0.5017605633802817,125.37888888888887,0,0.3186443661971831,15.259110070257611,1
-14.1,392.7,100.0,19.872,21,3,-38.8,366.3,38.0,76030.1,3,2017,12,1,12,23,0,2017-12-12 23:12:27,2017-12-13 00:32:57,4830.0,1.3416666666666666,26.399999999999977,62.0,62.0,46.2111801242236,18,83.10000000000582,1.3403225806452552,187.25,0.42580645161290287,126.72055555555553,0,0.32051612903225807,14.811428571428573,1
