charge_end_I,charge_end_U,charge_end_soc,charge_energy,charge_max_temp,charge_min_temp,charge_start_I,charge_start_U,charge_start_soc,mileage,vehicle_id,year,month,week,day,hour,night,start,end,second_interval,charge_hour,dU,dsoc,ddsoc,dsoc/hour,dtemp,dmileage,dmileage/soc,interval_min,dU/dsoc,sum_charge,phase,charge_mode
-64.7,350.3,16.8,7.7379999999999995,16,8,-49.6,325.4,6.4,137994.0,11,2017,11,5,25,22,0,2017-11-25 22:14:55,2017-11-25 22:37:05,1330.0,0.36944444444444446,24.900000000000034,10.4,25.200000000000003,28.150375939849624,8,120.0,4.761904761904761,349.4166666666667,2.3942307692307723,36.81777777777778,0,3
-16.1,374.8,31.2,16.875,22,10,-16.1,331.4,10.8,138023.0,11,2017,11,5,25,23,0,2017-11-25 23:37:25,2017-11-26 00:47:11,4186.0,1.1627777777777777,43.400000000000034,20.4,6.0,17.544194935499284,12,29.0,4.833333333333333,60.333333333333336,2.1274509803921586,37.980555555555554,0,3
-16.1,374.8,31.2,19.340999999999998,18,8,-6.6,324.3,7.2,138137.0,11,2017,11,6,26,15,0,2017-11-26 15:40:51,2017-11-26 17:01:01,4810.0,1.336111111111111,50.5,24.0,24.0,17.962577962577964,10,114.0,4.75,893.6666666666666,2.1041666666666665,39.31666666666666,0,3
-16.1,370.0,28.0,15.013,20,6,-54.1,332.1,9.6,138242.0,11,2017,11,6,26,20,0,2017-11-26 20:48:36,2017-11-26 21:37:06,2910.0,0.8083333333333333,37.89999999999998,18.4,21.6,22.76288659793814,14,105.0,4.861111111111111,227.58333333333334,2.059782608695651,40.12499999999999,0,3
-16.0,374.4,31.2,19.442,17,8,-10.4,323.6,6.8,138416.0,11,2017,11,0,27,16,0,2017-11-27 16:17:37,2017-11-27 17:40:07,4950.0,1.375,50.799999999999955,24.4,21.2,17.745454545454546,9,174.0,8.20754716981132,1120.5166666666667,2.081967213114752,41.49999999999999,0,3
-16.1,374.7,32.8,18.442,17,8,-7.5,326.5,10.0,138658.0,11,2017,11,1,28,15,0,2017-11-28 15:16:46,2017-11-28 16:37:45,4859.0,1.3497222222222223,48.19999999999999,22.799999999999997,21.2,16.892364684091373,9,242.0,11.415094339622643,1296.65,2.114035087719298,42.84972222222221,0,3
-16.0,374.7,33.6,18.761,19,6,-9.1,325.9,10.4,138768.0,11,2017,11,1,28,21,0,2017-11-28 21:48:38,2017-11-28 23:04:48,4570.0,1.2694444444444444,48.80000000000001,23.200000000000003,22.4,18.275711159737423,13,110.0,4.910714285714286,310.8833333333333,2.1034482758620694,44.11916666666666,0,3
-29.9,366.0,27.6,11.549000000000001,11,2,-16.4,331.1,13.2,138859.0,11,2017,11,2,29,21,0,2017-11-29 21:03:17,2017-11-29 21:37:07,2030.0,0.5638888888888889,34.89999999999998,14.400000000000002,20.400000000000002,25.536945812807886,9,91.0,4.4607843137254894,1318.4833333333333,2.4236111111111094,44.68305555555555,0,3
-16.0,374.7,34.0,21.886999999999997,18,4,-9.1,318.7,6.4,138942.0,11,2017,11,3,30,0,0,2017-11-30 00:57:21,2017-11-30 02:22:11,5090.0,1.413888888888889,56.0,27.6,21.200000000000003,19.520628683693516,14,83.0,3.915094339622641,200.23333333333332,2.0289855072463765,46.09694444444444,0,3
-30.0,366.7,25.6,12.789000000000001,15,6,-59.8,335.6,10.0,139045.0,11,2017,11,3,30,15,0,2017-11-30 15:49:28,2017-11-30 16:26:58,2250.0,0.625,31.099999999999966,15.600000000000001,24.0,24.96,9,103.0,4.291666666666667,807.2833333333333,1.9935897435897412,46.72194444444444,0,3
-16.0,373.8,35.6,4.211,16,12,-11.6,362.6,30.4,139045.0,11,2017,11,3,30,16,0,2017-11-30 16:40:15,2017-11-30 17:14:15,2040.0,0.5666666666666667,11.199999999999989,5.200000000000003,-4.799999999999997,9.176470588235299,4,0.0,-0.0,13.283333333333333,2.1538461538461506,47.28861111111111,0,3
-16.1,374.6,33.6,18.293,18,5,-59.8,333.9,11.2,139140.0,11,2017,11,3,30,21,0,2017-11-30 21:54:14,2017-11-30 23:10:54,4600.0,1.2777777777777777,40.700000000000045,22.400000000000002,24.400000000000002,17.530434782608697,13,95.0,3.893442622950819,279.98333333333335,1.8169642857142876,48.56638888888889,0,3
-16.1,374.7,32.8,20.465999999999998,17,7,-7.6,320.9,7.6,139259.0,11,2017,12,4,1,15,0,2017-12-01 15:23:41,2017-12-01 16:51:51,5290.0,1.4694444444444446,53.80000000000001,25.199999999999996,26.0,17.149338374291112,10,119.0,4.576923076923077,972.7833333333333,2.1349206349206358,50.03583333333333,0,3
-16.1,374.7,34.0,22.747,20,5,-18.0,317.8,5.6,139381.0,11,2017,12,4,1,23,0,2017-12-01 23:10:22,2017-12-02 00:37:17,5215.0,1.448611111111111,56.89999999999998,28.4,27.199999999999996,19.60498561840844,15,122.0,4.48529411764706,378.51666666666665,2.0035211267605626,51.48444444444444,0,3
-16.1,372.2,32.8,18.406,17,7,-9.1,323.2,10.0,139488.0,11,2017,12,5,2,15,0,2017-12-02 15:55:39,2017-12-02 17:05:59,4220.0,1.1722222222222223,49.0,22.799999999999997,24.0,19.45023696682464,10,107.0,4.458333333333333,918.3666666666667,2.149122807017544,52.656666666666666,0,3
-65.7,347.6,15.6,4.713,14,6,-57.3,337.1,9.6,139592.0,11,2017,12,5,2,22,0,2017-12-02 22:06:46,2017-12-02 22:19:56,790.0,0.21944444444444444,10.5,6.0,23.199999999999996,27.341772151898734,8,104.0,4.482758620689656,300.78333333333336,1.75,52.87611111111111,0,3
-16.1,374.7,31.6,15.821,19,7,-15.2,333.3,12.0,139606.0,11,2017,12,5,2,22,0,2017-12-02 22:55:57,2017-12-03 00:05:52,4195.0,1.1652777777777779,41.39999999999998,19.6,3.5999999999999996,16.820023837902266,12,14.0,3.8888888888888893,36.016666666666666,2.1122448979591826,54.04138888888889,0,3
-16.1,374.7,33.2,20.919,19,8,-64.8,326.0,7.2,139729.0,11,2017,12,6,3,16,0,2017-12-03 16:49:10,2017-12-03 18:10:00,4850.0,1.3472222222222223,48.69999999999999,26.000000000000004,24.400000000000002,19.29896907216495,11,123.0,5.0409836065573765,1003.3,1.8730769230769224,55.38861111111111,0,3
-16.1,374.8,31.6,17.424,12,-1,-59.7,337.5,10.0,139830.0,11,2017,12,0,4,9,0,2017-12-04 09:07:59,2017-12-04 10:26:41,4722.0,1.3116666666666668,37.30000000000001,21.6,23.200000000000003,16.467598475222363,13,101.0,4.3534482758620685,897.9833333333333,1.7268518518518523,56.70027777777778,0,3
-16.1,374.7,33.6,10.800999999999998,14,6,-19.2,343.7,20.8,139898.0,11,2017,12,0,4,14,0,2017-12-04 14:17:09,2017-12-04 15:11:39,3270.0,0.9083333333333333,31.0,12.8,10.8,14.091743119266056,8,68.0,6.296296296296296,230.46666666666667,2.421875,57.60861111111111,0,3
-16.1,372.6,32.8,17.778,16,6,-5.1,327.9,12.0,139998.0,11,2017,12,1,5,18,0,2017-12-05 18:46:52,2017-12-05 19:56:22,4170.0,1.1583333333333334,44.700000000000045,20.799999999999997,21.6,17.956834532374096,10,100.0,4.62962962962963,1655.2166666666667,2.149038461538464,58.76694444444444,0,3
-16.1,374.6,34.0,16.834,18,6,-64.7,337.2,13.2,140094.0,11,2017,12,1,5,23,0,2017-12-05 23:35:41,2017-12-06 00:46:06,4225.0,1.1736111111111112,37.400000000000034,20.8,19.599999999999998,17.723076923076924,12,96.0,4.8979591836734695,219.31666666666666,1.7980769230769247,59.940555555555555,0,3
-16.1,374.8,31.2,16.794,18,9,-59.8,337.9,10.8,140199.0,11,2017,12,2,6,15,0,2017-12-06 15:14:17,2017-12-06 16:25:47,4290.0,1.1916666666666667,36.900000000000034,20.4,23.2,17.118881118881117,9,105.0,4.525862068965518,868.1833333333333,1.8088235294117665,61.132222222222225,0,3
-16.2,370.3,28.4,15.225,21,10,-24.2,329.7,9.6,140297.0,11,2017,12,2,6,20,0,2017-12-06 20:54:40,2017-12-06 21:41:23,2803.0,0.7786111111111111,40.60000000000002,18.799999999999997,21.6,24.145558330360323,11,98.0,4.537037037037036,268.8833333333333,2.159574468085108,61.910833333333336,0,3
-16.1,374.7,31.2,16.436,22,9,-64.7,337.6,11.2,140377.0,11,2017,12,3,7,0,0,2017-12-07 00:30:50,2017-12-07 01:39:20,4110.0,1.1416666666666666,37.099999999999966,20.0,17.2,17.51824817518248,13,80.0,4.651162790697675,169.45,1.8549999999999982,63.0525,0,3
-16.0,370.2,30.0,16.304000000000002,18,8,-8.2,328.1,11.2,140478.0,11,2017,12,3,7,13,0,2017-12-07 13:39:15,2017-12-07 14:29:15,3000.0,0.8333333333333334,42.099999999999966,18.8,20.0,22.56,10,101.0,5.05,719.9166666666666,2.2393617021276575,63.88583333333334,0,3
-16.2,371.1,31.6,9.287,19,10,-55.4,351.6,20.4,140546.0,11,2017,12,3,7,18,0,2017-12-07 18:23:53,2017-12-07 19:02:33,2320.0,0.6444444444444445,19.5,11.200000000000003,9.600000000000001,17.37931034482759,9,68.0,7.083333333333332,234.63333333333333,1.7410714285714282,64.53027777777778,0,3
-16.2,374.1,33.6,19.995,21,10,-16.0,322.2,8.8,140770.0,11,2017,12,4,8,15,0,2017-12-08 15:52:25,2017-12-08 17:08:54,4589.0,1.2747222222222223,51.900000000000034,24.8,22.8,19.45521900196121,11,224.0,9.824561403508772,1249.8666666666666,2.0927419354838723,65.805,0,3
-29.9,370.7,30.8,12.204,16,7,-57.2,338.0,15.6,140990.0,11,2017,12,5,9,12,0,2017-12-09 12:48:04,2017-12-09 13:26:35,2311.0,0.6419444444444444,32.69999999999999,15.200000000000001,18.0,23.678061445261793,9,220.0,12.222222222222221,1179.1666666666667,2.151315789473683,66.44694444444445,0,3
-16.1,374.5,34.4,17.5,23,12,-64.8,337.1,12.4,141202.0,11,2017,12,5,9,23,0,2017-12-09 23:32:46,2017-12-10 00:44:31,4305.0,1.1958333333333333,37.39999999999998,22.0,18.4,18.39721254355401,11,212.0,11.521739130434783,606.1833333333333,1.699999999999999,67.6427777777778,0,3
-16.0,370.3,32.0,20.275,19,8,-8.2,317.5,6.4,141336.0,11,2017,12,6,10,18,0,2017-12-10 18:05:24,2017-12-10 19:10:45,3921.0,1.0891666666666666,52.80000000000001,25.6,28.0,23.504208110175977,11,134.0,4.785714285714286,1040.8833333333334,2.0625000000000004,68.73194444444447,0,3
-16.1,374.7,35.2,19.729,21,7,-8.7,322.8,10.8,141433.0,11,2017,12,6,10,23,0,2017-12-10 23:36:03,2017-12-11 00:53:59,4676.0,1.298888888888889,51.89999999999998,24.400000000000002,21.2,18.78528656971771,14,97.0,4.5754716981132075,265.3,2.1270491803278677,70.03083333333335,0,3
-9.0,374.1,31.2,19.392,15,4,-59.8,328.9,7.2,141545.0,11,2017,12,0,11,15,0,2017-12-11 15:28:33,2017-12-11 16:53:59,5126.0,1.423888888888889,45.200000000000045,24.0,28.000000000000004,16.85524775653531,11,112.0,3.9999999999999996,874.5666666666667,1.8833333333333353,71.45472222222223,0,3
-16.1,374.6,33.6,21.48,18,4,-64.8,326.9,7.2,141656.0,11,2017,12,0,11,22,0,2017-12-11 22:22:10,2017-12-11 23:45:10,4980.0,1.3833333333333333,47.700000000000045,26.400000000000002,24.0,19.084337349397593,14,111.0,4.625,328.18333333333334,1.8068181818181834,72.83805555555557,0,3
-16.1,374.7,30.4,17.87,13,2,-10.0,327.1,8.4,141753.0,11,2017,12,1,12,14,0,2017-12-12 14:39:10,2017-12-12 16:02:20,4990.0,1.386111111111111,47.599999999999966,22.0,25.200000000000003,15.871743486973948,11,97.0,3.849206349206349,894.0,2.1636363636363622,74.22416666666668,0,3
-16.1,374.6,33.6,24.392,17,2,-59.7,302.4,2.8,141881.0,11,2017,12,1,12,22,0,2017-12-12 22:36:09,2017-12-13 00:11:14,5705.0,1.5847222222222221,72.20000000000005,30.8,27.599999999999998,19.43558282208589,15,128.0,4.63768115942029,393.81666666666666,2.3441558441558454,75.8088888888889,0,3
-10.4,369.7,30.8,10.982000000000001,9,2,-8.4,336.7,17.6,141952.0,11,2017,12,2,13,18,0,2017-12-13 18:22:05,2017-12-13 19:10:17,2892.0,0.8033333333333333,33.0,13.2,16.0,16.431535269709542,7,71.0,4.4375,1090.85,2.5,76.61222222222223,0,3
-16.0,374.7,31.2,17.434,15,5,-54.2,337.4,10.0,142133.0,11,2017,12,3,14,14,0,2017-12-14 14:52:57,2017-12-14 16:11:07,4690.0,1.3027777777777778,37.30000000000001,21.2,20.8,16.272921108742004,10,181.0,8.701923076923077,1182.6666666666667,1.7594339622641515,77.915,0,3
-65.0,334.7,7.6,1.545,9,6,-10.7,321.9,5.2,142397.0,11,2017,12,4,15,16,0,2017-12-15 16:44:32,2017-12-15 16:49:02,270.0,0.075,12.800000000000011,2.3999999999999995,26.0,31.999999999999993,3,264.0,10.153846153846153,1473.4166666666667,5.333333333333339,77.99000000000001,0,3
-16.0,374.1,31.2,18.99,17,7,-17.6,327.8,7.6,142397.0,11,2017,12,4,15,16,0,2017-12-15 16:51:32,2017-12-15 18:08:01,4589.0,1.2747222222222223,46.30000000000001,23.6,0.0,18.513837437350183,10,0.0,,2.5,1.9618644067796613,79.26472222222223,0,3
-16.1,374.7,31.2,21.09,19,5,-7.9,319.5,4.8,142518.0,11,2017,12,4,15,23,0,2017-12-15 23:10:41,2017-12-16 00:32:46,4925.0,1.3680555555555556,55.19999999999999,26.4,26.4,19.29746192893401,14,121.0,4.583333333333334,302.6666666666667,2.0909090909090904,80.63277777777779,0,3
-16.0,373.5,32.8,21.09,16,5,-9.7,318.7,6.4,142635.0,11,2017,12,5,16,16,0,2017-12-16 16:05:05,2017-12-16 17:25:45,4840.0,1.3444444444444446,54.80000000000001,26.4,24.799999999999997,19.636363636363633,11,117.0,4.717741935483872,932.3166666666667,2.075757575757576,81.97722222222224,0,3
-16.1,374.7,33.6,22.995,19,4,-18.4,315.4,5.2,142751.0,11,2017,12,5,16,23,0,2017-12-16 23:02:33,2017-12-17 00:30:08,5255.0,1.4597222222222221,59.30000000000001,28.400000000000002,27.599999999999998,19.455756422454808,15,116.0,4.202898550724638,336.8,2.088028169014085,83.43694444444446,0,3
-15.9,371.5,34.4,24.55,22,9,-3.1,252.3,3.2,142907.0,11,2017,12,6,17,16,0,2017-12-17 16:28:58,2017-12-17 17:51:28,4950.0,1.375,119.19999999999999,31.2,30.400000000000002,22.69090909090909,13,156.0,5.13157894736842,958.8333333333334,3.8205128205128203,84.81194444444446,0,3
-16.1,374.7,34.4,22.796999999999997,21,5,-7.1,316.3,5.6,143027.0,11,2017,12,6,17,23,0,2017-12-17 23:06:25,2017-12-18 00:33:21,5216.0,1.448888888888889,58.39999999999998,28.799999999999997,28.799999999999997,19.87730061349693,16,120.0,4.166666666666667,314.95,2.0277777777777772,86.26083333333335,0,3
-16.0,374.1,33.6,19.023,17,7,-47.6,327.6,10.0,143152.0,11,2017,12,0,18,16,0,2017-12-18 16:33:38,2017-12-18 17:51:28,4670.0,1.2972222222222223,46.5,23.6,24.4,18.19271948608137,10,125.0,5.122950819672131,960.2833333333333,1.9703389830508473,87.55805555555557,0,3
-16.1,374.7,34.4,21.087,19,6,-8.4,319.8,8.0,143261.0,11,2017,12,0,18,23,0,2017-12-18 23:24:46,2017-12-19 00:47:01,4935.0,1.3708333333333333,54.89999999999998,26.4,25.6,19.25835866261398,13,109.0,4.2578125,333.3,2.0795454545454537,88.9288888888889,0,3
-16.1,374.8,32.4,17.937,16,6,-6.7,327.7,10.4,143370.0,11,2017,12,1,19,15,0,2017-12-19 15:21:00,2017-12-19 16:36:20,4520.0,1.2555555555555555,47.10000000000002,22.0,24.0,17.52212389380531,10,109.0,4.541666666666667,873.9833333333333,2.140909090909092,90.18444444444447,0,3
-16.1,374.7,34.4,19.658,18,5,-9.1,323.2,10.0,143486.0,11,2017,12,1,19,22,0,2017-12-19 22:04:46,2017-12-19 23:22:56,4690.0,1.3027777777777778,51.5,24.4,22.4,18.72921108742004,13,116.0,5.178571428571429,328.43333333333334,2.110655737704918,91.48722222222224,0,3
-16.2,374.8,33.2,16.142,16,7,-8.2,331.6,13.6,143587.0,11,2017,12,2,20,15,0,2017-12-20 15:29:40,2017-12-20 16:39:50,4210.0,1.1694444444444445,43.19999999999999,19.6,20.799999999999997,16.760095011876484,9,101.0,4.855769230769232,966.7333333333333,2.2040816326530606,92.6566666666667,0,3
-16.1,374.6,33.6,22.569000000000003,19,5,-8.6,316.6,5.6,143714.0,11,2017,12,2,20,22,0,2017-12-20 22:51:50,2017-12-21 00:21:06,5356.0,1.4877777777777779,58.0,28.0,27.6,18.82001493651979,14,127.0,4.601449275362318,372.0,2.0714285714285716,94.14444444444447,0,3
-11.6,374.6,31.2,19.612000000000002,18,8,-50.7,327.8,7.2,143836.0,11,2017,12,3,21,16,0,2017-12-21 16:19:28,2017-12-21 17:46:48,5240.0,1.4555555555555555,46.80000000000001,24.0,26.400000000000002,16.48854961832061,10,122.0,4.621212121212121,958.3666666666667,1.9500000000000004,95.60000000000002,0,3
