charge_end_I,charge_end_U,charge_end_soc,charge_energy,charge_max_temp,charge_min_temp,charge_start_I,charge_start_U,charge_start_soc,mileage,vehicle_id,year,month,week,day,hour,night,start,end,second_interval,charge_hour,dU,dsoc,ddsoc,dsoc/hour,dtemp,dmileage,dmileage/soc,interval_min,dU/dsoc,sum_charge,phase,charge_mode,energy/dsoc
-30.1,362.4,23.2,14.54,27,14,-5.6,319.5,4.8,137963.0,14,2017,11,4,10,21,0,2017-11-10 21:42:55,2017-11-10 22:06:25,1410.0,0.39166666666666666,42.89999999999998,18.4,26.4,46.97872340425532,13,110.0,4.166666666666667,401.9166666666667,2.3315217391304337,9.933055555555557,0,1,0.7902173913043479
-11.3,370.3,28.4,11.436,29,16,-5.6,337.7,14.4,138003.0,14,2017,11,4,10,23,0,2017-11-10 23:55:15,2017-11-11 00:33:53,2318.0,0.6438888888888888,32.60000000000002,13.999999999999998,8.799999999999999,21.74288179465056,13,40.0,4.545454545454546,108.83333333333333,2.3285714285714305,10.576944444444445,0,1,0.816857142857143
-17.4,374.6,30.8,18.598,23,12,-85.0,333.3,8.0,138092.0,14,2017,11,5,11,14,0,2017-11-11 14:56:55,2017-11-11 16:12:07,4512.0,1.2533333333333334,41.30000000000001,22.8,20.4,18.19148936170213,11,89.0,4.362745098039216,863.0333333333333,1.8114035087719302,11.830277777777779,0,1,0.8157017543859648
-16.1,374.3,34.0,23.241999999999997,28,12,-85.1,320.8,5.2,138210.0,14,2017,11,5,11,23,0,2017-11-11 23:30:04,2017-11-12 00:53:21,4997.0,1.3880555555555556,53.5,28.8,25.6,20.748449069441666,16,118.0,4.609375,437.95,1.8576388888888888,13.218333333333334,0,1,0.8070138888888888
-17.4,370.4,28.8,14.845999999999998,21,12,-64.1,333.9,10.4,138301.0,14,2017,11,6,12,17,0,2017-11-12 17:18:06,2017-11-12 18:08:16,3010.0,0.8361111111111111,36.5,18.4,23.6,22.006644518272424,9,91.0,3.8559322033898304,984.75,1.9836956521739133,14.054444444444444,0,1,0.8068478260869565
-7.9,374.7,35.2,12.882,16,11,-8.5,339.5,19.2,138349.0,14,2017,11,6,12,22,0,2017-11-12 22:23:02,2017-11-13 02:42:39,15577.0,4.326944444444444,35.19999999999999,16.000000000000004,9.600000000000001,3.6977595172369533,5,48.0,4.999999999999999,254.76666666666668,2.199999999999999,18.38138888888889,0,0,0.8051249999999998
-16.0,374.3,34.0,16.664,24,14,-88.7,341.2,14.4,138455.0,14,2017,11,0,13,10,0,2017-11-13 10:58:00,2017-11-13 11:59:20,3680.0,1.0222222222222221,33.10000000000002,19.6,20.800000000000004,19.173913043478265,10,106.0,5.096153846153845,495.35,1.6887755102040827,19.40361111111111,0,1,0.850204081632653
-16.0,373.1,32.8,14.824000000000002,19,10,-84.6,340.5,14.8,138713.0,14,2017,11,1,14,15,0,2017-11-14 15:58:28,2017-11-14 17:05:18,4010.0,1.113888888888889,32.60000000000002,17.999999999999996,19.2,16.15960099750623,9,258.0,13.4375,1679.1333333333334,1.8111111111111127,20.5175,0,1,0.8235555555555558
-61.3,344.0,13.6,7.4479999999999995,15,9,-29.6,319.1,3.6,138804.0,14,2017,11,2,15,0,0,2017-11-15 00:48:33,2017-11-15 01:11:59,1406.0,0.39055555555555554,24.899999999999977,10.0,29.199999999999996,25.604551920341393,6,91.0,3.116438356164384,463.25,2.4899999999999975,20.908055555555553,0,1,0.7447999999999999
-118.1,364.2,20.4,4.965,18,10,-85.9,346.8,14.0,138804.0,14,2017,11,2,15,1,0,2017-11-15 01:22:03,2017-11-15 01:31:13,550.0,0.1527777777777778,17.399999999999977,6.399999999999999,-0.40000000000000036,41.890909090909076,8,0.0,-0.0,10.066666666666666,2.718749999999997,21.06083333333333,0,1,0.7757812500000002
-11.2,374.1,31.6,8.926,22,14,-117.7,362.6,20.8,138804.0,14,2017,11,2,15,1,0,2017-11-15 01:36:02,2017-11-15 02:46:22,4220.0,1.1722222222222223,11.5,10.8,-0.40000000000000213,9.213270142180095,8,0.0,-0.0,4.816666666666666,1.0648148148148147,22.233055555555552,0,1,0.8264814814814815
-16.2,374.4,33.2,19.12,23,10,-5.6,323.4,9.6,138975.0,14,2017,11,2,15,22,0,2017-11-15 22:30:11,2017-11-15 23:45:21,4510.0,1.2527777777777778,51.0,23.6,21.6,18.838137472283815,13,77.0,3.5648148148148144,334.1333333333333,2.1610169491525424,25.191944444444438,0,1,0.8101694915254237
-31.1,368.8,28.0,21.498,27,11,-88.0,306.5,0.8,142011.0,14,2017,12,4,1,16,0,2017-12-01 16:46:49,2017-12-01 17:39:29,3160.0,0.8777777777777778,62.30000000000001,27.2,32.400000000000006,30.987341772151897,16,3036.0,93.70370370370368,22621.466666666667,2.2904411764705888,26.069722222222214,0,1,0.7903676470588236
-16.2,370.7,31.6,19.814,27,10,-25.7,319.5,6.4,142088.0,14,2017,12,4,1,22,0,2017-12-01 22:45:26,2017-12-01 23:48:16,3770.0,1.0472222222222223,51.19999999999999,25.200000000000003,21.6,24.06366047745358,17,77.0,3.5648148148148144,305.95,2.031746031746031,27.116944444444435,0,1,0.7862698412698412
-26.0,361.1,23.2,14.134,18,8,-84.8,331.8,5.2,142198.0,14,2017,12,5,2,18,0,2017-12-02 18:41:33,2017-12-02 19:13:13,1900.0,0.5277777777777778,29.30000000000001,18.0,26.400000000000002,34.10526315789473,10,110.0,4.166666666666666,1133.2833333333333,1.6277777777777784,27.644722222222214,0,1,0.7852222222222223
-121.6,362.8,19.2,7.808,19,9,-23.2,329.0,9.6,142241.0,14,2017,12,5,2,22,0,2017-12-02 22:08:33,2017-12-02 22:23:03,870.0,0.24166666666666667,33.80000000000001,9.6,13.6,39.724137931034484,10,43.0,3.161764705882353,175.33333333333334,3.520833333333335,27.88638888888888,0,1,0.8133333333333334
-17.8,373.5,30.4,8.656,22,13,-104.7,358.3,20.0,142241.0,14,2017,12,5,2,22,0,2017-12-02 22:53:37,2017-12-02 23:48:17,3280.0,0.9111111111111111,15.199999999999989,10.399999999999999,0.3999999999999986,11.414634146341463,9,0.0,0.0,24.066666666666666,1.4615384615384606,28.797499999999992,0,1,0.8323076923076925
-76.0,347.0,17.2,10.469000000000001,16,9,-5.5,277.8,3.2,142360.0,14,2017,12,6,3,21,0,2017-12-03 21:00:12,2017-12-03 21:23:52,1420.0,0.39444444444444443,69.19999999999999,14.0,27.2,35.49295774647887,7,119.0,4.375,1271.9166666666667,4.942857142857142,29.191944444444438,0,1,0.7477857142857144
-22.6,361.7,26.8,18.046,26,11,-20.9,293.9,4.0,142404.0,14,2017,12,6,3,23,0,2017-12-03 23:31:33,2017-12-04 00:06:31,2098.0,0.5827777777777777,67.80000000000001,22.8,13.2,39.12297426120115,15,44.0,3.3333333333333335,127.68333333333334,2.9736842105263164,29.774722222222216,0,1,0.7914912280701754
-5.8,373.9,34.4,6.348,28,18,-5.6,359.0,26.8,142404.0,14,2017,12,0,4,0,0,2017-12-04 00:09:31,2017-12-04 01:00:20,3049.0,0.8469444444444445,14.899999999999977,7.599999999999998,0.0,8.973433912758278,10,0.0,,3.0,1.9605263157894712,30.621666666666663,0,0,0.835263157894737
-0.1,368.6,32.4,17.706,21,6,-6.1,320.5,10.4,142500.0,14,2017,12,0,4,12,0,2017-12-04 12:31:20,2017-12-04 13:22:30,3070.0,0.8527777777777777,48.10000000000002,22.0,24.0,25.798045602605864,15,96.0,4.0,691.0,2.1863636363636374,31.47444444444444,0,0,0.8048181818181818
-28.9,367.0,28.8,7.066,18,11,-59.8,352.9,20.0,142740.0,14,2017,12,1,5,16,0,2017-12-05 16:55:47,2017-12-05 17:16:57,1270.0,0.3527777777777778,14.100000000000023,8.8,10.8,24.94488188976378,7,95.0,8.796296296296296,920.05,1.6022727272727297,31.82722222222222,0,1,0.8029545454545454
-26.2,370.8,27.6,20.885,25,9,-5.6,311.7,1.6,142836.0,14,2017,12,1,5,23,0,2017-12-05 23:57:19,2017-12-06 00:58:29,3670.0,1.0194444444444444,59.10000000000002,26.0,27.2,25.504087193460492,16,96.0,3.5294117647058822,400.3666666666667,2.273076923076924,32.846666666666664,0,1,0.8032692307692308
-18.8,370.0,30.4,12.869000000000002,19,10,-2.5,333.2,14.8,142919.0,14,2017,12,2,6,15,0,2017-12-06 15:59:11,2017-12-06 16:42:11,2580.0,0.7166666666666667,36.80000000000001,15.599999999999998,14.399999999999999,21.767441860465112,9,83.0,5.763888888888889,887.0333333333333,2.35897435897436,33.56333333333333,0,1,0.8249358974358977
-17.4,374.4,31.2,22.313000000000002,27,11,-6.1,317.0,3.6,143011.0,14,2017,12,2,6,23,0,2017-12-06 23:03:13,2017-12-07 00:14:30,4277.0,1.1880555555555556,57.39999999999998,27.599999999999998,26.799999999999997,23.23123684825812,16,92.0,3.432835820895523,381.03333333333336,2.0797101449275357,34.75138888888889,0,1,0.8084420289855074
-16.1,372.1,30.4,15.610999999999999,19,7,-5.6,330.0,11.2,143104.0,14,2017,12,3,7,15,0,2017-12-07 15:27:18,2017-12-07 16:29:08,3710.0,1.0305555555555554,42.10000000000002,19.2,20.0,18.630727762803236,12,93.0,4.65,912.8,2.192708333333335,35.78194444444445,0,1,0.8130729166666666
-12.4,374.4,30.8,20.772,22,7,-21.1,321.5,5.2,143186.0,14,2017,12,3,7,22,0,2017-12-07 22:36:18,2017-12-08 00:07:25,5467.0,1.5186111111111111,52.89999999999998,25.6,25.2,16.857508688494605,15,82.0,3.253968253968254,367.1666666666667,2.066406249999999,37.30055555555556,0,1,0.8114062499999999
-18.0,369.9,27.2,16.047,19,9,-5.7,325.3,7.6,143287.0,14,2017,12,4,8,16,0,2017-12-08 16:53:50,2017-12-08 17:43:10,2960.0,0.8222222222222222,44.599999999999966,19.6,23.200000000000003,23.837837837837842,10,101.0,4.3534482758620685,1006.4166666666666,2.275510204081631,38.122777777777785,0,1,0.8187244897959184
-17.9,374.3,30.4,10.9,21,11,-84.7,355.2,17.2,143341.0,14,2017,12,4,8,21,0,2017-12-08 21:41:39,2017-12-08 22:41:59,3620.0,1.0055555555555555,19.100000000000023,13.2,10.0,13.12707182320442,10,54.0,5.4,238.48333333333332,1.4469696969696988,39.12833333333334,0,1,0.8257575757575758
-16.3,374.6,34.0,18.035999999999998,20,10,-85.0,333.7,11.6,143441.0,14,2017,12,5,9,14,0,2017-12-09 14:49:07,2017-12-09 16:01:16,4329.0,1.2025,40.900000000000034,22.4,18.799999999999997,18.62785862785863,10,100.0,5.319148936170214,967.1333333333333,1.8258928571428588,40.33083333333334,0,1,0.8051785714285714
-12.7,374.3,33.2,23.969,27,11,-21.0,303.7,3.6,143555.0,14,2017,12,5,9,23,0,2017-12-09 23:56:02,2017-12-10 01:21:30,5128.0,1.4244444444444444,70.60000000000002,29.6,30.4,20.78003120124805,16,114.0,3.75,474.76666666666665,2.385135135135136,41.755277777777785,0,1,0.8097635135135135
-12.3,370.5,34.4,16.28,21,8,-77.7,334.3,12.0,143670.0,14,2017,12,6,10,22,0,2017-12-10 22:47:25,2017-12-10 23:51:25,3840.0,1.0666666666666667,36.19999999999999,22.4,21.200000000000003,21.0,13,115.0,5.424528301886792,1285.9166666666667,1.6160714285714282,42.821944444444455,0,1,0.7267857142857144
-81.3,366.8,22.4,9.585,17,6,-80.2,338.3,10.4,143820.0,14,2017,12,0,11,21,0,2017-12-11 21:22:14,2017-12-11 21:42:23,1209.0,0.3358333333333333,28.5,11.999999999999998,24.0,35.73200992555831,11,150.0,6.25,1290.8166666666666,2.3750000000000004,43.15777777777779,0,1,0.7987500000000002
-16.3,372.9,34.8,20.712,21,6,-84.9,332.2,9.2,144309.0,14,2017,12,3,14,14,0,2017-12-14 14:50:47,2017-12-14 16:12:37,4910.0,1.363888888888889,40.69999999999999,25.599999999999998,24.000000000000004,18.769857433808554,15,92.0,3.8333333333333326,876.7,1.5898437499999998,44.521666666666675,0,1,0.8090625
-91.0,367.0,24.8,9.222000000000001,17,6,-5.7,330.1,13.2,144368.0,14,2017,12,3,14,21,0,2017-12-14 21:11:07,2017-12-14 21:29:27,1100.0,0.3055555555555556,36.89999999999998,11.600000000000001,21.599999999999998,37.96363636363637,11,59.0,2.731481481481482,298.5,3.1810344827586183,44.82722222222223,0,1,0.795
-12.5,369.8,30.4,15.687999999999999,22,7,-85.1,335.1,11.6,144409.0,14,2017,12,4,15,0,0,2017-12-15 00:12:23,2017-12-15 01:07:13,3290.0,0.9138888888888889,34.69999999999999,18.799999999999997,13.200000000000001,20.57142857142857,15,41.0,3.106060606060606,162.93333333333334,1.8457446808510636,45.741111111111124,0,1,0.834468085106383
-16.3,372.1,32.4,15.587,17,5,-63.6,335.2,13.2,144487.0,14,2017,12,4,15,15,0,2017-12-15 15:43:14,2017-12-15 16:43:44,3630.0,1.0083333333333333,36.900000000000034,19.2,19.599999999999998,19.041322314049587,12,78.0,3.9795918367346945,848.85,1.9218750000000018,46.74944444444446,0,1,0.8118229166666667
-16.2,372.6,32.8,22.035999999999998,23,7,-84.8,320.3,5.2,144576.0,14,2017,12,4,15,22,0,2017-12-15 22:11:33,2017-12-15 23:32:35,4862.0,1.3505555555555555,52.30000000000001,27.599999999999998,27.2,20.436034553681612,16,89.0,3.2720588235294117,327.81666666666666,1.8949275362318847,48.100000000000016,0,1,0.7984057971014492
-62.1,369.5,30.4,19.938,19,7,-32.7,276.6,4.8,144689.0,14,2017,12,5,16,14,0,2017-12-16 14:58:51,2017-12-16 15:55:10,3379.0,0.9386111111111111,92.89999999999998,25.599999999999998,27.999999999999996,27.274341521160107,12,113.0,4.0357142857142865,926.2666666666667,3.6289062499999996,49.03861111111112,0,1,0.778828125
-80.6,361.3,24.8,11.479000000000001,19,7,-31.7,321.9,10.4,144751.0,14,2017,12,5,16,21,0,2017-12-16 21:00:37,2017-12-16 21:25:07,1470.0,0.4083333333333333,39.400000000000034,14.4,20.799999999999997,35.26530612244898,12,62.0,2.9807692307692313,301.05,2.7361111111111134,49.446944444444455,0,1,0.7971527777777778
-11.8,370.5,29.2,19.421,25,8,-84.7,325.9,4.8,144799.0,14,2017,12,6,17,0,0,2017-12-17 00:18:03,2017-12-17 01:25:42,4059.0,1.1275,44.60000000000002,24.4,20.0,21.64079822616408,17,48.0,2.4,172.93333333333334,1.8278688524590174,50.57444444444445,0,1,0.7959426229508197
-76.3,360.6,24.4,7.671,13,7,-101.5,336.6,14.8,144866.0,14,2017,12,6,17,19,0,2017-12-17 19:19:26,2017-12-17 19:35:27,961.0,0.26694444444444443,24.0,9.599999999999998,14.399999999999999,35.96253902185223,6,67.0,4.652777777777779,1073.7333333333333,2.5000000000000004,50.8413888888889,0,1,0.7990625000000002
-16.1,374.3,34.0,17.67,21,8,-70.0,331.8,12.0,144901.0,14,2017,12,6,17,21,0,2017-12-17 21:48:17,2017-12-17 23:08:26,4809.0,1.3358333333333334,42.5,22.0,12.399999999999999,16.469120399251402,13,35.0,2.8225806451612905,132.83333333333334,1.9318181818181819,52.177222222222234,0,1,0.8031818181818182
-30.1,361.8,28.8,12.610999999999999,22,11,-5.6,323.1,12.8,145083.0,14,2017,12,0,18,17,0,2017-12-18 17:32:03,2017-12-18 17:56:43,1480.0,0.4111111111111111,38.69999999999999,16.0,16.4,38.91891891891892,11,97.0,5.914634146341464,278.53333333333336,2.4187499999999993,52.91055555555557,0,1,0.7881874999999999
-16.1,372.4,35.6,23.379,29,11,-63.6,301.8,6.4,145167.0,14,2017,12,0,18,21,0,2017-12-18 21:56:37,2017-12-18 23:12:27,4550.0,1.2638888888888888,70.59999999999997,29.200000000000003,22.4,23.103296703296706,18,84.0,3.7500000000000004,239.9,2.417808219178081,54.174444444444454,0,1,0.8006506849315068
-16.3,371.7,34.4,21.679000000000002,23,9,-134.7,323.8,7.6,145285.0,14,2017,12,1,19,15,0,2017-12-19 15:06:22,2017-12-19 16:19:13,4371.0,1.2141666666666666,47.89999999999998,26.799999999999997,28.0,22.072752230610842,14,118.0,4.214285714285714,953.9166666666666,1.7873134328358202,55.38861111111112,0,1,0.8089179104477614
-12.5,373.5,36.0,25.175,27,9,-3.7,255.9,4.0,145399.0,14,2017,12,1,19,23,0,2017-12-19 23:48:08,2017-12-20 01:21:15,5587.0,1.5519444444444443,117.6,32.0,30.4,20.619294791480222,18,114.0,3.75,448.9166666666667,3.675,56.94055555555556,0,1,0.78671875
-84.9,345.7,14.8,5.0969999999999995,16,12,-84.4,331.5,8.4,145527.0,14,2017,12,2,20,15,0,2017-12-20 15:12:24,2017-12-20 15:23:24,660.0,0.18333333333333332,14.199999999999989,6.4,27.6,34.909090909090914,4,128.0,4.63768115942029,831.15,2.2187499999999982,57.12388888888889,0,1,0.7964062499999999
-22.6,361.6,27.6,7.74,22,13,-0.2,335.3,16.8,145527.0,14,2017,12,2,20,15,0,2017-12-20 15:52:43,2017-12-20 16:10:43,1080.0,0.3,26.30000000000001,10.8,-2.0,36.00000000000001,9,0.0,-0.0,29.316666666666666,2.435185185185186,57.42388888888889,0,1,0.7166666666666667
-109.5,353.4,20.0,12.497,25,13,-5.5,272.6,3.6,145634.0,14,2017,12,2,20,20,0,2017-12-20 20:58:14,2017-12-20 21:19:54,1300.0,0.3611111111111111,80.79999999999995,16.4,24.0,45.41538461538461,12,107.0,4.458333333333333,287.51666666666665,4.92682926829268,57.785000000000004,0,1,0.7620121951219513
-16.2,372.4,34.0,17.707,30,14,-5.6,326.2,12.4,145659.0,14,2017,12,2,20,22,0,2017-12-20 22:51:43,2017-12-20 23:55:03,3800.0,1.0555555555555556,46.19999999999999,21.6,7.6,20.46315789473684,16,25.0,3.2894736842105265,91.81666666666666,2.1388888888888884,58.84055555555556,0,1,0.8197685185185185
-16.2,371.1,34.0,16.257,20,9,-84.7,333.9,14.0,145759.0,14,2017,12,3,21,15,0,2017-12-21 15:33:44,2017-12-21 16:29:44,3360.0,0.9333333333333333,37.200000000000045,20.0,20.0,21.428571428571427,11,100.0,5.0,938.6833333333333,1.8600000000000023,59.77388888888889,0,1,0.8128500000000001
-12.4,373.2,35.6,24.432,27,10,-5.6,281.5,4.8,145865.0,14,2017,12,3,21,23,0,2017-12-21 23:07:03,2017-12-22 00:35:20,5297.0,1.4713888888888889,91.69999999999999,30.8,29.2,20.932603360392676,17,106.0,3.63013698630137,397.31666666666666,2.9772727272727266,61.24527777777778,0,1,0.7932467532467532
-30.0,367.6,26.4,15.673,22,11,-64.7,327.0,6.8,145971.0,14,2017,12,4,22,17,0,2017-12-22 17:44:56,2017-12-22 18:27:17,2541.0,0.7058333333333333,40.60000000000002,19.599999999999998,28.8,27.76859504132231,11,106.0,3.6805555555555554,1029.6,2.071428571428573,61.95111111111111,0,1,0.7996428571428572
-26.4,361.4,22.8,14.435,24,11,-15.3,320.2,4.8,146060.0,14,2017,12,4,22,23,0,2017-12-22 23:53:06,2017-12-23 00:22:03,1737.0,0.4825,41.19999999999999,18.0,21.599999999999998,37.30569948186529,13,89.0,4.120370370370371,325.81666666666666,2.2888888888888883,62.43361111111111,0,1,0.8019444444444445
-11.1,369.8,28.0,4.374,26,17,-31.8,360.0,22.8,146060.0,14,2017,12,5,23,0,0,2017-12-23 00:24:03,2017-12-23 00:49:53,1550.0,0.4305555555555556,9.800000000000011,5.199999999999999,0.0,12.077419354838707,9,0.0,,2.0,1.884615384615387,62.86416666666667,0,1,0.8411538461538463
-30.1,367.9,28.8,11.321,17,8,-79.9,341.2,14.8,146122.0,14,2017,12,5,23,17,0,2017-12-23 17:19:37,2017-12-23 17:52:06,1949.0,0.5413888888888889,26.69999999999999,14.0,16.0,25.8594150846588,9,62.0,3.875,960.3,1.9071428571428564,63.40555555555556,0,1,0.8086428571428571
-12.3,374.3,33.6,21.971999999999998,25,10,-84.6,324.5,6.4,146203.0,14,2017,12,5,23,22,0,2017-12-23 22:20:56,2017-12-23 23:48:56,5280.0,1.4666666666666666,49.80000000000001,27.200000000000003,22.4,18.54545454545455,15,81.0,3.616071428571429,268.8333333333333,1.8308823529411766,64.87222222222222,0,1,0.8077941176470587
-16.2,373.3,35.6,24.614,24,9,-31.7,270.6,4.4,146326.0,14,2017,12,6,24,19,0,2017-12-24 19:56:23,2017-12-24 21:23:43,5240.0,1.4555555555555555,102.69999999999999,31.200000000000003,29.200000000000003,21.4351145038168,15,123.0,4.212328767123287,1207.45,3.291666666666666,66.32777777777777,0,1,0.7889102564102564
-11.6,369.7,30.4,15.472999999999999,17,6,-5.6,327.2,11.6,146410.0,14,2017,12,0,25,17,0,2017-12-25 17:02:03,2017-12-25 17:54:03,3120.0,0.8666666666666667,42.5,18.799999999999997,24.0,21.69230769230769,11,84.0,3.5,1178.3333333333333,2.2606382978723407,67.19444444444443,0,1,0.823031914893617
-16.1,374.1,33.2,22.531,25,9,-84.7,322.0,5.2,146497.0,14,2017,12,0,25,22,0,2017-12-25 22:53:03,2017-12-26 00:21:10,5287.0,1.468611111111111,52.10000000000002,28.000000000000004,25.2,19.065632683941747,16,87.0,3.4523809523809526,299.0,1.8607142857142862,68.66305555555554,0,1,0.8046785714285712
-16.1,371.7,34.4,15.790999999999999,19,7,-5.6,328.9,15.2,146591.0,14,2017,12,1,26,14,0,2017-12-26 14:54:01,2017-12-26 15:51:31,3450.0,0.9583333333333334,42.80000000000001,19.2,18.000000000000004,20.03478260869565,12,94.0,5.222222222222221,872.85,2.2291666666666674,69.62138888888887,0,1,0.8224479166666666
-12.9,374.1,34.0,14.529000000000002,18,5,-80.6,345.8,16.0,146660.0,14,2017,12,2,27,0,0,2017-12-27 00:07:32,2017-12-27 01:18:12,4240.0,1.1777777777777778,28.30000000000001,18.0,18.4,15.283018867924527,13,69.0,3.7500000000000004,496.01666666666665,1.5722222222222229,70.79916666666665,0,1,0.8071666666666668
-16.3,370.7,33.6,19.389,20,6,-85.0,327.1,9.6,146755.0,14,2017,12,2,27,15,0,2017-12-27 15:06:43,2017-12-27 16:08:43,3720.0,1.0333333333333334,43.599999999999966,24.0,24.4,23.2258064516129,14,95.0,3.89344262295082,828.5166666666667,1.8166666666666653,71.83249999999998,0,1,0.807875
-109.8,362.6,24.4,11.755999999999998,19,8,-31.8,320.4,9.6,146832.0,14,2017,12,2,27,21,0,2017-12-27 21:21:13,2017-12-27 21:45:33,1460.0,0.40555555555555556,42.200000000000045,14.799999999999999,24.0,36.49315068493151,11,77.0,3.2083333333333335,312.5,2.8513513513513544,72.23805555555553,0,1,0.7943243243243243
-12.9,373.7,35.6,18.053,25,9,-63.6,330.5,13.6,146876.0,14,2017,12,3,28,0,0,2017-12-28 00:24:50,2017-12-28 01:41:40,4610.0,1.2805555555555554,43.19999999999999,22.0,10.799999999999999,17.18004338394794,16,44.0,4.074074074074074,159.28333333333333,1.9636363636363632,73.51861111111108,0,1,0.8205909090909091
-63.6,347.1,14.4,4.208,10,5,-44.7,329.9,9.2,146953.0,14,2017,12,3,28,19,0,2017-12-28 19:38:40,2017-12-28 19:51:10,750.0,0.20833333333333334,17.200000000000045,5.200000000000001,26.400000000000002,24.960000000000004,5,77.0,2.9166666666666665,1077.0,3.307692307692316,73.72694444444441,0,1,0.8092307692307691
-26.5,363.2,24.0,12.537,18,6,-101.5,333.0,8.4,146975.0,14,2017,12,3,28,20,0,2017-12-28 20:56:50,2017-12-28 21:24:40,1670.0,0.4638888888888889,30.19999999999999,15.6,6.0,33.62874251497006,12,22.0,3.6666666666666665,65.66666666666667,1.9358974358974352,74.1908333333333,0,1,0.8036538461538463
-16.3,369.9,28.0,16.24,24,8,-85.0,331.7,8.4,147029.0,14,2017,12,4,29,0,0,2017-12-29 00:02:50,2017-12-29 00:53:23,3033.0,0.8425,38.19999999999999,19.6,15.6,23.264094955489615,16,54.0,3.4615384615384617,158.16666666666666,1.948979591836734,75.0333333333333,0,1,0.8285714285714284
